9383 27072
650 8192 -971
2198 4071 985
4458 2735 -66
7651 5947 560
5436 57 -456
5324 2729 -391
7998 5012 -462
8532 1903 943
6998 8098 550
6538 743 475
1678 1400 -9
8957 9360 342
8085 3841 904
1018 414 839
9299 8543 218
1893 4499 701
2906 2548 807
8876 5862 322
4693 1001 -760
6738 3795 163
30 8713 782
4127 3549 -960
9238 2367 -566
8844 6725 187
7452 337 -275
4150 8858 752
2193 406 -614
2915 8309 -232
5111 5222 -259
7932 1321 -840
9103 1325 -930
8416 7261 228
8064 3121 -371
5662 7061 -681
2307 6543 437
8448 40 283
7796 4218 -56
7730 797 -725
3062 5441 704
4551 5519 816
714 7954 37
8693 1653 338
4261 8917 652
107 5286 -100
837 1468 320
3814 8954 290
4998 1250 -69
4713 3366 25
1798 5375 -897
6837 7333 403
2047 2750 -566
5530 9017 -275
5652 3578 247
7211 1154 86
3403 3602 -87
9130 5790 -93
4510 1210 -446
299 943 700
1830 4652 76
1237 5549 422
2336 3194 -109
2287 8747 948
9030 7737 -420
226 8709 -161
6503 1977 -817
7422 5306 438
1673 7828 -821
3709 1529 -281
4568 9182 -438
3623 2550 -490
1082 7952 890
1969 8691 883
4312 4629 -275
6374 5820 635
4154 5780 933
2460 4029 -269
6838 1403 -680
2819 6292 -321
1767 157 -499
1147 395 -415
8965 7676 153
5133 8725 -728
7745 3736 21
5258 6174 -577
2379 5000 -541
897 3907 633
511 8808 -624
8864 4920 -994
6616 7782 -190
5857 6578 -929
7268 5266 763
7311 757 547
2091 2102 304
3770 1228 -366
1692 8988 -574
4785 2247 658
2403 7672 -805
6299 7520 -222
1372 2442 157
5691 4070 77
5737 5852 -844
7628 3435 758
5967 2470 -561
957 2300 155
6952 4306 -252
733 8511 974
2876 159 916
4707 4335 310
4766 2422 -874
4302 7917 -143
5912 8022 -285
8470 3327 -957
8887 4192 464
8770 1357 -258
7057 7993 -587
8343 9027 -538
2544 1774 -142
8321 1076 -227
7725 6274 -371
4496 6981 462
4018 3715 757
698 4336 -190
235 2160 -819
2865 1213 -583
7967 7614 -613
6060 5027 798
1788 8567 -755
3760 1114 -462
4672 1257 -74
4097 6144 -948
5948 4662 -983
4442 1398 493
392 1832 -729
8454 5968 -530
3073 4295 98
3272 7440 191
6267 8037 -697
5331 2578 494
603 6946 -917
292 4553 836
36 4597 -669
2212 3706 505
586 8622 -435
5007 6231 -921
343 1222 -118
5548 2721 505
7606 4585 -802
530 1564 -814
55 6328 153
6301 5507 -55
803 7499 273
6579 6299 235
1187 7595 378
1918 6445 202
5772 1558 499
7362 4820 -281
6927 1370 395
9379 7766 215
1639 859 897
3599 4727 607
2232 8148 707
1782 2568 -54
5715 843 -777
8448 5273 637
1413 2764 19
7010 4416 -70
4564 7604 -895
4845 4239 64
8516 8531 -956
7298 3385 967
7487 2309 870
2358 5737 968
98 566 708
6767 3645 -804
7950 5639 40
2543 190 -437
1207 5827 -139
8139 5946 -240
3618 140 -562
6202 6654 910
816 6050 -921
3189 3784 -165
496 431 120
1045 4084 -599
475 7680 -408
2452 6971 27
7747 7155 -387
9282 141 -202
1626 3252 -319
5387 3770 -749
7308 4825 73
9242 2451 368
5791 6571 -817
795 1980 701
4442 378 456
6294 5693 8
380 2773 891
6151 5303 435
6194 9073 906
8064 3451 759
8369 7514 -877
7196 9120 -12
1330 1738 385
1099 5764 -881
2655 4345 -402
8137 2674 -164
914 8774 374
7164 1624 31
5095 1417 -368
6788 8467 -964
1213 4508 -998
2104 2600 -619
8839 4395 -560
687 7946 -867
5401 6938 101
4464 4955 -520
6909 2757 -577
206 2571 858
2421 4735 -118
7127 8842 120
6646 8310 -351
1694 7207 -571
734 494 755
3755 7819 -246
7196 7289 58
1667 2770 689
3147 2893 715
5035 4182 803
2719 1932 927
4495 2076 -779
2957 1114 -457
3516 5601 152
2242 2565 -439
2263 8024 79
4286 2170 -386
8929 7886 -222
9106 1411 -201
1136 394 -205
2072 1869 -356
328 7108 596
2222 5166 433
8110 1556 -406
4367 7325 -999
4980 82 -948
1654 2025 38
4511 8975 992
639 1387 75
2150 5850 987
1379 694 -611
7860 2991 -277
3313 6331 349
3084 5644 -920
388 2247 -828
1523 3242 -616
5822 5577 787
4030 6895 -913
4496 4119 536
7366 9154 -143
775 8656 814
6761 1196 886
2056 8563 -638
2134 9039 -328
8811 7940 -453
4393 5910 10
6151 8286 29
9291 4344 891
5979 8102 967
1849 7515 256
7830 2796 465
929 5515 321
3879 1921 -136
660 1395 -317
8210 2999 673
2377 1101 861
832 5602 796
4316 3668 -826
9317 779 -991
8466 4502 376
819 4729 449
1249 4863 503
1298 1463 -19
1991 7804 531
3814 3242 -9
8325 2480 -23
8773 5909 39
5867 2188 -674
1661 4537 996
451 1544 -964
3453 7968 647
5261 4710 -906
8859 5064 -484
4745 6675 799
397 5407 -323
5735 6837 277
5967 880 -901
867 5718 -315
2937 2625 336
8502 8662 -316
6594 1997 715
2736 1354 -410
5374 5470 -859
2602 4593 -667
7902 3324 646
675 5419 -197
860 9242 507
3143 8740 -508
7660 4212 179
7074 2779 -77
2211 1454 -902
2932 7698 -924
8815 3452 829
6252 4917 571
8611 5038 56
2430 3098 -415
318 1127 755
9040 7652 -470
3283 8779 726
5082 3296 257
6546 2807 109
8312 2673 391
1070 2413 384
8084 4132 52
4458 344 -941
6122 1500 -100
6307 5057 -528
4286 2943 -98
1038 4154 30
7970 5091 -561
2934 6569 -892
4768 8688 -947
705 363 343
1510 136 277
8280 1066 -408
4493 1538 -717
7951 8319 -610
5470 4431 -349
7177 2666 -779
3791 170 103
1878 8291 284
7544 1033 739
9049 3065 -933
6321 4323 162
3100 8122 600
807 6003 -152
9008 2315 42
6948 7889 893
7571 8191 245
4714 4899 336
7696 697 599
3262 1917 221
410 6719 377
4117 1256 -159
7561 30 679
3798 2685 248
7192 3561 -80
2994 3389 118
3529 5100 -580
8405 7079 326
6715 1827 755
7548 6476 -444
8952 6129 -258
7647 5801 656
5647 8660 -306
6428 1351 -69
7090 809 -386
7463 104 -245
8373 5238 -181
1028 5374 140
5165 6281 173
4314 3249 -209
5838 4267 534
1412 6254 656
1431 1924 607
8745 9226 374
7453 5957 6
5342 4132 385
7477 5256 702
1372 2267 497
4829 7371 -849
1605 9004 -347
2650 7292 -33
9172 4737 -422
492 8468 374
7836 8414 696
5540 1959 530
4711 3070 359
405 5790 -256
5353 2457 976
3 4559 -24
1180 3250 380
8114 4115 593
8465 7966 -721
2901 7857 768
4920 4032 -732
7977 9337 265
883 881 -200
7297 2721 3
3937 7201 281
4458 7423 -369
297 2658 252
5131 3485 338
1065 7476 -815
4828 5804 -806
4649 3276 -108
8728 6018 499
6376 6566 -504
8261 1349 520
4287 8152 -7
516 7211 -526
4536 3815 -393
5732 8357 463
3091 4817 523
9166 1755 -311
2663 3903 297
1556 4340 833
472 9117 505
2325 3529 414
4555 868 281
4568 2596 130
6242 8043 86
486 4907 -642
1713 7899 -733
6377 3936 -525
5997 698 880
1081 4909 742
5546 8710 565
7836 3427 777
472 4703 -17
5658 2535 -824
204 2239 -35
6703 3222 164
7893 6271 480
6358 3890 324
8464 8403 -358
6421 6093 357
5525 4968 -865
3281 1333 -334
3010 7123 -463
1324 4034 -167
5656 3949 -834
1804 8832 -276
5642 8195 616
3740 2085 -607
6222 1451 206
6192 4239 991
9158 1687 578
723 6848 613
8616 8565 856
1882 78 575
3057 7774 -769
4285 5197 -191
3129 6926 191
4750 3836 576
2265 99 -716
1142 3933 -504
524 3526 853
8272 2431 590
6590 7257 977
1167 1006 790
5532 568 -78
7318 878 -155
9152 8096 -333
6394 3168 -690
610 4852 -23
2035 5700 -829
1602 3169 144
6240 5294 -166
3243 4891 -839
4827 1260 -136
2104 1854 956
8275 2815 -608
3200 3130 825
8566 6849 -697
5021 4751 63
7131 8821 359
5834 4455 561
3328 3289 918
3114 5158 955
5035 3212 985
1893 1828 514
5599 4412 879
1625 272 236
8196 8338 -442
7193 7463 -238
8207 8670 -622
4279 1496 -135
9176 3635 750
6263 7369 197
8797 1956 55
9290 765 -290
122 4459 -859
9030 3384 22
6163 5412 -118
3871 1846 337
6909 3636 881
335 4985 -847
7185 6012 -837
861 4386 -213
1128 914 159
4397 8679 40
452 2915 64
2948 4936 798
6712 1852 232
5614 6033 131
8136 6933 -252
1499 7016 -584
4892 1387 -543
3076 7398 -331
8825 7839 373
2799 8572 360
4192 4061 290
8065 84 731
7435 5061 -99
6382 854 867
6839 9360 -344
5676 4566 -949
5836 9057 944
2291 635 -520
1566 5978 -303
647 8299 585
6292 765 -487
1412 1990 -567
7259 3347 -390
3389 2920 -777
8017 5708 603
1649 5819 -468
5894 9184 440
500 2844 -904
2083 9079 -496
846 7944 836
4113 1388 356
5876 7060 563
8861 7016 -340
1844 5542 156
4743 1302 -811
5571 3839 182
2011 5989 -828
993 407 -629
8790 566 -553
7937 3239 572
8687 7154 970
5553 9371 765
3262 1068 589
247 8330 -142
724 8801 885
9126 1396 -489
628 626 -950
6308 1485 558
4293 1587 -989
3608 7112 738
7615 8108 599
9154 4757 -328
6399 2512 -751
3228 3197 49
2614 7901 606
1920 94 -914
8378 7390 -444
8469 569 -452
5798 2084 774
4472 2415 -540
2856 8477 -847
7049 7455 -321
2911 2771 -860
1320 5213 -332
131 8851 -413
6688 2073 -951
7209 9207 -540
7780 2134 927
7618 9183 197
5513 190 -557
2291 7478 861
3167 8843 -646
377 6909 194
1310 4920 486
6573 271 -55
993 2096 839
7632 3218 883
1151 239 -793
138 8628 -542
9122 4401 623
3652 2297 836
9276 4905 -918
6072 8976 623
9320 8205 887
8829 309 937
5762 4080 104
2459 1741 661
7717 4752 465
4524 1717 246
3688 1679 459
2316 9125 347
1813 8757 999
439 927 -196
8606 2774 -638
7256 5761 -240
2382 4162 993
6517 3738 -87
3363 8325 585
7385 7526 -724
4826 5777 -355
1934 8040 176
4704 51 150
2334 2731 585
1098 7441 590
1307 44 993
2655 4215 15
1625 5175 178
3538 7014 -945
7626 266 -16
876 7015 957
3457 8597 131
8192 5160 723
1547 4615 -558
7279 5667 -199
6218 7228 -405
5976 9058 -719
7907 2111 286
7588 2852 -669
8947 5970 -774
3628 4028 -70
1898 7939 -600
270 1365 -149
25 1411 116
5103 3062 322
3260 5758 -252
3210 9225 300
2200 307 540
6399 7678 -724
3537 2676 648
7441 4453 960
8424 5743 572
1166 8010 -199
2175 4438 -466
2687 2642 -796
461 7199 -847
1352 4040 -853
3781 1525 -78
9202 9164 -987
8773 4809 784
8159 4686 -573
4589 2944 826
4898 5433 114
7765 7389 -807
477 5262 220
3781 6522 -602
8511 2257 451
5946 5448 472
186 7280 -35
3317 6439 -819
2815 4182 267
5602 3980 786
7715 8306 603
965 1807 951
4826 5855 -458
36 4037 430
4174 403 -226
8324 5182 757
9382 3695 -787
6061 1232 342
6849 3713 983
2365 2035 846
4033 2311 989
6325 3 891
67 8017 525
4692 4796 984
4821 5510 564
299 3381 -773
8262 3934 471
669 1385 -347
3618 4140 -650
4639 1153 886
1019 5371 386
3623 3951 335
7755 3566 -774
1446 9254 563
6424 7245 698
2868 2001 -241
2407 9168 -130
2867 6674 -219
865 8734 987
162 3009 -539
2633 1675 831
1579 1801 -21
4954 7664 -791
8379 139 -818
111 8451 680
608 4911 812
9312 6537 -665
4061 6248 -630
4072 8323 282
6445 3404 548
6773 3976 341
2367 2339 501
1139 5009 769
463 374 663
7094 4624 -865
665 8973 -617
8430 455 -671
8180 2854 163
6110 4629 599
702 9327 -512
5787 556 -282
3865 6669 212
2348 4773 -275
2343 4625 -812
3494 8499 -303
406 5673 69
1963 5865 177
4487 1202 -780
8677 6747 367
7112 3446 364
1913 4138 -766
5812 6561 549
4003 7329 0
6253 3517 -328
1892 4265 300
2591 7840 -520
7442 5243 -985
6941 8706 957
8887 6121 -939
4189 2963 -650
3454 1042 251
2777 8863 -776
8971 8218 465
3657 7820 51
2427 920 352
7405 6286 -428
4389 5231 642
9158 372 333
3009 4252 541
8016 7079 793
5820 1144 -961
541 7051 -815
7025 4700 205
3091 4017 -794
7270 5054 483
8235 6337 -832
1797 4586 -230
6715 2450 -704
1624 6673 871
4907 4081 978
2903 6049 67
6581 7790 101
2988 7463 126
2665 994 528
3825 782 689
8128 3463 599
3169 4609 -178
1580 8681 252
3543 4189 -976
7562 4313 970
8709 5473 -197
7886 6091 813
7286 8517 -266
8079 4214 -581
6883 2633 586
8509 8068 -459
6349 3612 -716
8032 294 105
6206 6551 -106
574 3595 452
8474 3225 -921
6020 6465 638
6574 18 174
3535 5393 636
6447 6493 309
4589 774 -111
3468 8003 923
6638 6130 -836
926 1077 -985
717 3856 329
6840 947 76
6615 6751 800
7498 1517 -955
3401 8686 -757
5971 4134 -198
8925 9017 -769
5268 6913 -688
2305 3294 467
3022 7345 -244
4699 2870 255
907 1926 19
7651 3705 309
191 4881 -538
2324 5250 -444
7835 3893 -989
4458 7629 -516
3692 7354 429
1507 4980 -851
2095 2436 302
5278 3380 -784
3660 9111 752
8286 4930 742
2759 4258 -805
2034 406 205
4719 5547 377
4961 173 302
6413 2268 786
9011 6165 -276
5725 2342 -532
5604 3417 -482
6563 1499 519
8298 1206 469
8488 1521 505
9176 1748 -588
7362 2611 159
5755 2958 -899
8657 64 -385
5739 8118 997
9270 6814 -592
2030 8268 832
2552 5689 -413
4926 2394 -688
2072 2260 783
475 347 130
7881 3035 -775
4336 8266 -53
691 1775 796
4811 6046 46
1436 5561 -62
8737 6409 -127
3495 4571 -754
4542 3047 -617
68 4202 -702
4354 7481 865
6202 842 126
7613 7290 517
2245 8899 709
7549 4799 578
3685 287 994
5232 4517 278
993 3418 -271
7557 538 931
9343 3719 375
2542 951 662
4023 6371 701
4312 9157 -157
5180 1917 851
6002 3626 -311
3123 8889 -504
2966 3720 323
5781 6417 629
6459 7223 -873
6647 795 1
8556 5465 559
3768 1407 -178
7688 9285 -12
1773 3265 311
9380 2461 -505
6295 1830 -909
8258 4355 -132
8199 4968 -166
2591 2366 -274
467 4331 -130
2454 7491 834
6787 117 -806
9007 3182 884
3176 2880 -658
7043 621 300
1773 7213 269
6250 6256 598
7312 4540 -297
5501 6586 -234
465 6838 139
8754 444 -193
3164 5815 -309
100 5638 -300
7311 614 -701
1104 4337 800
4696 4439 -141
4703 7827 -721
1407 8527 -508
8698 8012 -425
2903 2461 -66
7420 3729 -349
5478 7353 -143
7439 638 -626
883 5505 573
8661 3922 775
30 8729 66
5383 5524 476
886 2694 707
1108 2767 -296
2902 5363 -904
6718 3506 -614
187 6793 94
4009 4446 632
3016 424 -560
2981 4005 -124
2222 682 132
8479 4570 220
4973 559 590
1636 1937 -529
5172 8665 -226
5717 891 430
6811 9118 999
3825 7904 228
4772 1597 256
3333 4310 694
4255 9094 319
3726 3769 614
6498 588 18
6219 1205 938
1403 4668 818
52 2135 335
3732 3212 -194
882 2971 -480
5173 3806 414
7864 2643 217
855 6843 587
8798 1938 -581
566 2612 199
6014 3498 751
3570 8304 777
8447 9221 -931
2889 6183 -355
6357 1810 -878
6062 4174 149
7334 591 -5
6720 4995 369
2562 1152 -51
6841 4292 -728
4880 7684 -440
3469 8136 441
3893 4358 -396
5982 656 906
4623 7219 822
3078 9067 -309
1848 4598 135
5449 2317 632
2638 6946 263
2886 4740 157
4341 8822 -389
5539 5016 486
9250 3178 238
8614 389 706
5316 4926 -167
5930 3890 394
6986 502 -765
3209 8699 -417
7007 5336 974
8486 8631 -103
1160 3152 919
3944 3919 510
4024 4957 64
3125 6274 313
1232 1433 491
2143 6236 704
298 8510 -719
7312 6277 248
8858 5496 104
2040 8586 -212
6246 3070 319
2195 2439 -406
6548 7965 -6
1330 7295 -152
5219 138 705
2795 1282 -676
460 688 646
1426 1392 814
7910 294 973
6611 6449 258
6998 1286 665
2273 5683 -551
1928 5525 641
8156 5941 868
3393 4703 220
1063 1973 705
67 2450 -859
5781 2454 485
4235 5633 57
1972 6167 -929
510 5661 298
5990 6150 937
1064 3304 -834
2331 620 627
3548 6575 913
213 7914 149
7693 4808 -143
764 9250 -923
2179 4395 -410
7668 2228 248
2924 7259 978
8533 837 753
3847 4303 -451
912 2908 -132
9321 8537 896
8268 8017 793
7376 360 -146
2758 3053 -123
286 3773 707
3385 6132 -78
6016 6066 706
8832 5069 -106
7932 8767 -667
6378 7027 366
9166 4678 702
1888 3591 599
1104 5936 -160
1700 5811 -131
6844 6249 -282
4557 1634 -566
1680 1809 -112
2617 5270 -567
7134 4038 -815
1034 9208 874
8283 8302 971
3700 5378 274
1335 8718 100
6492 8713 316
6153 6452 -608
4884 6119 -353
3489 2614 -304
7673 2735 -216
5791 8161 616
4989 2457 764
3921 1168 -188
8508 889 -175
486 8726 -735
404 7446 969
1035 6347 378
4294 2460 -569
3911 1355 815
3326 4249 -99
7204 7059 -824
9315 9320 901
4754 5963 -42
4535 9181 982
3171 6356 -172
2802 4897 -384
943 5493 -797
1891 4438 220
9325 1422 15
1267 3919 379
384 8520 -888
1875 2069 598
3443 4128 979
4964 3071 409
7880 371 444
3697 4712 165
7848 6232 -667
3872 2979 -421
4224 4479 480
8218 4098 -40
7488 9335 350
2444 3313 475
8952 6544 -525
5309 7377 46
9289 6599 -228
2281 3428 -126
1026 3464 968
7477 2394 283
6768 7302 360
372 7378 -168
6473 3060 483
8580 8025 -176
3038 4787 947
3799 1301 726
7367 5279 590
4071 2654 479
1409 5020 -172
5394 7628 321
4680 7557 -292
250 6633 337
3250 4738 448
1674 5947 -952
6406 6832 800
4530 484 425
6196 5978 -669
6526 3037 -211
7811 5932 7
4618 212 -764
7599 7094 -657
1443 4650 -630
2513 1804 -751
2450 6475 -981
9020 7282 345
821 5015 -872
3051 8694 22
6753 9093 531
2100 274 196
7020 6686 -924
6862 5621 -199
8390 6225 673
1472 3583 328
418 5123 -487
4577 2928 331
6060 4999 -731
8177 6818 558
909 2404 -670
3252 3309 583
5334 3914 418
665 6923 -973
5226 796 810
8948 6867 236
1183 5352 -51
8927 3729 46
3264 6210 9
3468 8317 215
7491 5081 390
1283 3825 -208
2829 8162 539
6986 3464 588
5885 6178 162
2325 4300 -586
9179 1726 -259
9121 7050 931
1735 899 -584
794 4431 -487
2711 9109 837
2794 7341 205
4132 952 949
798 2022 226
3112 655 -440
6623 190 807
2283 5718 522
2683 1401 -618
5503 620 242
2167 5387 974
8496 2591 -828
4941 4602 605
7986 9300 622
5535 4486 -473
7511 2897 996
7783 8954 -989
6774 3899 -852
3026 343 -848
5048 8171 -33
8733 4138 213
2866 4009 -596
5939 564 -16
8832 3988 704
493 2952 513
3670 1531 -42
1056 5468 514
5336 8328 401
1978 6058 -442
6980 6399 526
8291 2296 -684
5723 9334 -580
6003 8929 -726
6307 5339 10
6889 1891 373
8110 442 -180
9176 9116 -834
9301 8697 -821
7822 4920 -63
4507 5068 861
3902 8289 487
336 4209 843
11 3587 72
3279 8548 424
6357 8612 -217
928 7077 208
4735 611 -410
1972 8867 480
8887 1058 883
5672 6629 -256
6312 7049 -542
5633 3315 38
4869 3404 542
1021 4328 436
9381 6663 303
6764 6198 135
4835 7501 -419
8486 2521 -289
7763 3963 141
7306 5463 -638
4075 3920 530
2238 4779 -665
7027 847 -869
3546 6823 -572
7351 4952 -561
5672 7135 -753
4791 3715 47
9256 833 247
9380 2534 -412
8162 9244 249
8419 3359 338
3764 8152 566
9304 4420 871
4648 9305 -250
6844 86 -718
8156 253 -45
5610 4060 -196
8649 6656 507
4388 4734 -30
2836 5969 631
6068 4755 -896
8797 8016 182
8860 8238 -59
1170 1979 -307
2440 387 941
8190 1216 98
7292 2535 530
6745 8530 -125
8852 5907 -16
1164 6938 -881
3498 6193 -365
4300 6321 -713
2635 1577 701
4406 996 -715
9297 8075 -952
7993 5629 -733
240 223 -940
295 7214 -462
4187 6136 579
906 2952 653
7051 3783 -984
9296 6870 -500
6140 8934 699
4694 383 -741
3136 8892 657
7178 6241 -415
4567 978 -215
3586 9233 -478
8717 1578 743
7951 1764 111
6465 4158 -247
7863 6456 164
1538 7380 -669
2256 669 -692
3869 33 -650
7565 5251 -384
3529 6238 -101
5105 7623 -75
5388 354 -287
873 4117 -665
5313 8411 -42
4399 6070 711
8840 4973 401
1675 4166 368
6261 5327 731
1390 6321 -355
9378 8512 -693
2559 4659 354
7969 1156 383
1084 7378 802
1175 6854 -676
8141 6609 662
8407 7938 128
6416 2724 -441
6547 540 -444
6372 4463 -817
7290 404 82
4238 6534 -679
3705 1426 40
8566 6718 -36
32 1108 -25
2865 7116 -696
6137 8349 348
5810 1311 -271
8026 3791 -256
6411 5654 -936
6821 742 -373
7362 8682 -439
4525 7342 -320
297 6022 -488
8994 5981 -531
2985 185 -371
7220 1326 315
95 6637 -213
9140 4819 631
3235 2093 291
5512 3523 705
2147 822 -626
3361 899 -114
1906 746 -444
3261 6570 -552
2490 6849 676
8526 8963 -162
2583 7134 -293
1249 320 286
699 5106 -264
9057 9364 -366
2341 2518 488
6044 6510 431
4067 4281 962
684 9306 566
1564 1584 145
6640 3285 690
2678 6162 371
6457 2497 107
7292 6922 56
9081 6423 138
8072 6288 303
2800 5218 -227
7280 3745 458
1594 8158 132
1583 4672 -81
5653 2041 132
7355 2839 762
1513 3586 -150
2792 574 -411
2720 3286 -176
9229 2322 -315
1699 7064 -961
2642 2619 289
6091 5405 802
2070 8063 274
1443 4223 628
6971 2926 526
5612 5251 442
8865 8549 502
3027 4378 -141
7574 2089 -134
679 8550 580
2726 8947 965
8739 7306 -851
9090 2241 704
7891 7104 979
2273 7362 579
1639 1170 -869
5617 4099 443
2071 9036 -719
5368 2973 -75
228 1172 319
1211 4803 -25
1916 4770 -391
5222 5195 956
719 783 -284
5967 6702 726
6363 7040 967
4038 6093 171
5017 2813 447
2695 1620 -1000
5412 1337 889
6288 7608 -301
4718 6198 -222
7105 6600 -624
4941 5709 401
5018 5720 965
3921 2407 628
5545 790 -926
3125 1602 528
8785 7552 -431
3878 6574 457
2145 8249 576
8644 1038 -154
8955 2214 444
2488 8478 174
6066 79 -458
3211 3600 771
8985 4683 128
7749 7327 338
896 8544 248
506 3159 -532
4125 6761 -488
6157 7532 844
2503 5655 -726
8754 2619 850
9111 6555 -146
3499 4603 -227
6211 2384 -31
9179 1067 209
5093 4168 500
2137 4248 733
5868 6733 -657
335 7714 670
8625 8760 678
4600 5913 810
7287 7882 754
776 1128 -906
935 6032 340
6563 2541 907
1158 7102 -732
5519 4180 -319
8304 857 -495
6445 5103 -487
6953 7950 -651
7718 2252 -485
4172 3470 936
5094 4554 -965
7317 2241 405
706 4898 -11
121 3287 -464
6491 8950 -785
343 6336 -109
7280 6681 -810
6336 6513 810
6438 681 338
9235 4244 849
8764 6826 -135
888 8390 406
614 6587 230
5588 7209 -887
1399 6017 232
7074 7551 874
2725 2476 215
859 1027 -531
710 8796 -224
8482 5204 3
5 9036 -988
8370 3860 -714
3063 2449 -983
3347 6395 -50
4402 2643 115
1475 6864 251
7427 7857 991
5922 7715 -271
7466 6390 331
1413 2618 182
1487 3236 -545
7866 9344 729
6075 7146 968
2016 2446 -378
5487 383 557
5122 7205 -176
3930 8644 -321
7633 4832 448
789 2118 -815
534 8483 736
8084 9120 956
6931 7001 -301
5237 4637 971
8919 6007 -999
4917 8900 854
2345 6699 -29
1997 5361 -780
8565 409 -275
1461 2691 804
3172 380 572
3845 9276 -675
4588 8127 839
6239 7524 -413
5669 6749 579
6883 9063 808
5923 1852 171
5735 3498 218
7912 7490 -196
1622 3305 469
4798 4343 -905
27 8573 -530
7278 3653 -110
7076 4355 -484
5449 7559 -784
4033 421 352
8459 1821 166
2465 6878 -153
8251 3621 -778
48 8228 -720
8762 2308 -143
1981 6763 -928
4623 929 370
7735 8663 642
1040 6417 250
8813 884 -579
5614 2488 956
8802 402 -291
4134 8976 -9
1146 5014 634
563 1414 -451
9372 6885 -717
5458 5332 443
2634 6972 297
3098 2172 458
1529 1615 95
2321 5817 -591
422 5737 158
4791 1905 24
941 7112 -258
4131 4960 987
5424 4009 -40
3084 8999 94
4708 3454 146
91 5733 951
6691 5948 -502
5591 7952 394
6930 7310 -575
1650 4728 -299
4123 5119 -448
6607 8967 -222
3462 2282 -587
2709 8848 199
5011 2197 -856
2874 1190 -834
2185 8072 78
8647 3348 764
5273 5930 -264
4672 7363 -643
8337 7465 -705
4866 243 -832
938 6828 232
2070 5176 727
7291 1860 -655
8602 6770 401
5731 4128 330
3841 1551 843
4836 8647 191
6767 1400 280
6885 6259 -735
8787 3014 -669
2374 1914 652
2534 2296 -612
4884 1851 -854
4621 4920 984
6945 2323 -993
5445 7802 -219
9367 5746 297
5905 1835 78
4113 5090 -801
8386 6233 -578
9203 7003 -804
2873 637 293
7526 4148 555
1599 6277 490
4604 2205 -248
5618 3269 999
2257 1747 489
2745 9117 693
4763 277 940
6646 790 711
8263 8456 -523
5908 4321 732
4561 2012 -192
3798 9257 758
4904 5452 -414
7603 7962 -987
3856 1894 -597
4963 7224 979
9147 5781 667
8072 2853 -872
5725 8550 884
3642 2716 -115
738 8533 502
9340 5922 965
5978 5561 -973
1096 6273 -752
8265 7601 -192
3655 5606 -889
2604 7655 -879
2409 478 860
559 2446 415
1765 3044 620
362 4206 121
3703 4675 -153
6428 6148 -198
4134 8053 724
4243 2423 -745
2783 5125 -24
2710 2411 -495
5983 2726 406
2320 1720 456
4155 7544 -450
5979 9070 -84
1750 5620 973
3452 1517 158
958 4182 43
3834 7935 -397
520 853 -544
6349 5208 -300
5032 6791 -255
6718 103 -11
270 1115 896
5391 5431 -973
3353 3575 -410
2752 5390 329
7183 5555 -970
2858 8632 918
3880 1429 590
2789 565 7
2733 4587 589
6719 1487 844
267 2592 -876
174 8150 -837
6369 9231 -776
3066 5403 349
4612 5010 -285
7492 3981 883
5801 9089 -970
7917 3976 949
8282 770 625
5088 2193 114
6064 5855 457
4203 8873 859
965 5837 -704
251 3431 632
1275 6214 607
3326 1343 165
6206 5176 -183
2127 4668 -137
4430 5785 10
2131 6142 -85
8684 7089 64
4608 6328 752
8092 1800 -854
7307 1209 48
4379 1140 431
3945 4895 68
2079 6996 614
4194 1788 -475
7390 7347 656
8315 6217 -343
4195 5420 -359
1962 4808 165
9339 6204 -622
192 8050 59
6735 5004 -111
2692 1146 672
319 2873 -414
3679 7273 -879
3405 2219 558
30 1447 -10
1346 5406 975
3221 1067 430
9224 5465 -997
6317 6950 608
4848 7138 886
1750 1956 352
8453 5105 615
114 1968 398
7110 1358 -990
2245 9327 -14
6274 6017 221
2229 4021 332
4331 3737 -630
4774 5669 54
5836 5580 327
1828 1819 23
6459 5347 -373
3620 5136 617
4761 4139 -768
5267 8946 90
1828 3189 -10
439 1323 280
2055 9356 475
8330 552 -742
1510 1953 158
4681 662 982
159 7130 896
8110 6279 463
8530 2473 881
46 2556 -125
8419 102 -280
5306 2774 276
7744 3122 907
5820 2877 382
4440 663 -484
5457 2410 128
2116 8306 -485
6624 1001 744
4610 2814 957
7772 7114 -881
2284 4849 500
7348 109 46
8164 6469 -739
1827 1904 656
3830 6678 -269
1018 366 -779
623 2542 -189
1432 5969 848
1589 5785 -841
1412 4764 -269
2310 5982 523
9277 3957 372
8014 3966 352
3317 4083 516
6146 8931 -314
7420 6264 803
7141 1446 828
3995 5977 -52
6531 2980 421
491 5766 869
8101 8069 -374
4976 7378 329
1162 2131 -767
2979 2926 -481
8607 5381 -270
8329 8800 710
6863 9129 251
556 4372 -903
7017 6156 -238
3103 527 -986
6503 8363 -8
7756 7396 -845
6512 3101 -137
8381 3153 -835
7241 8233 -73
825 3520 551
3738 7053 249
5399 5094 -194
7081 5472 227
3562 8388 633
6360 666 -525
3026 481 -762
6193 9035 530
1771 6069 351
7321 6842 827
2179 8500 728
5600 7807 420
1236 9049 -875
5920 521 -510
3764 243 -538
