17
1000 878
535 386 -410
454 472 -902
487 607 236
734 593 80
104 691 -235
458 598 -358
603 706 -103
419 622 -801
585 409 -79
249 271 433
154 691 516
214 535 -504
408 316 -77
700 703 867
221 88 -384
431 785 -98
207 52 52
192 70 22
573 175 -129
678 459 -742
639 287 104
471 517 -319
503 482 90
676 138 886
79 567 -781
780 507 -959
103 401 39
284 796 -386
606 45 -138
507 312 -29
398 541 819
221 413 376
579 327 154
714 529 -177
808 614 -801
80 265 680
553 249 -784
724 344 235
442 132 81
303 516 885
393 516 186
467 521 956
511 78 264
629 407 -506
412 706 208
170 539 -334
420 111 778
665 557 354
300 218 -908
394 594 -488
671 472 596
352 46 -511
251 146 -95
498 616 679
657 557 -478
9 515 97
522 186 -178
689 612 663
578 522 -222
814 368 562
306 536 -733
246 425 255
591 418 883
678 34 -844
36 278 -699
509 510 315
336 8 13
113 78 883
547 386 -948
652 12 -780
608 790 -149
23 737 -241
754 302 129
278 82 -773
70 178 -253
14 595 -833
259 531 508
399 100 500
701 290 -321
172 126 -125
645 771 743
469 750 953
425 215 395
160 293 -109
434 470 -701
573 739 -807
350 58 571
807 62 177
586 320 -947
706 85 -932
186 233 -514
369 374 615
150 693 71
808 394 -483
351 461 -980
322 531 -626
485 355 -781
197 76 405
55 143 -921
49 487 605
107 718 11
176 3 963
316 378 -725
800 747 334
781 787 -667
460 481 -268
787 811 834
453 652 -193
346 189 -760
60 193 848
401 15 -452
323 387 524
358 641 -498
670 15 567
359 399 690
149 528 -212
374 446 -851
96 254 -438
325 303 -607
459 756 289
781 412 -725
119 512 -541
478 233 -164
556 725 -913
500 42 193
258 84 186
77 550 874
558 493 -537
316 747 761
182 627 -565
505 772 711
617 623 -620
207 256 752
696 520 684
634 435 -73
491 391 615
546 460 -823
693 335 -516
283 266 898
604 230 582
444 231 -120
597 267 791
721 617 514
472 542 570
363 475 -441
623 121 -959
86 673 -403
694 268 -976
453 395 -118
632 692 876
759 536 578
679 732 -211
527 549 605
555 189 739
25 334 -229
779 541 -65
151 13 -84
527 27 -5
697 409 740
373 762 -888
553 430 357
138 702 587
648 287 116
57 178 449
409 296 469
520 327 27
338 481 -164
80 112 583
260 484 575
108 734 -396
147 802 56
595 312 688
662 354 428
315 197 -887
35 231 304
49 530 -875
132 362 511
283 49 -242
200 601 -200
484 782 -779
270 636 588
494 83 744
143 745 -361
643 395 -917
562 153 102
30 629 553
398 100 299
393 64 -325
246 175 101
195 304 -616
399 317 433
261 8 643
165 740 198
1 389 95
229 178 -122
82 243 203
711 640 130
104 671 -691
86 12 -769
154 439 -383
545 356 -168
728 30 -656
657 500 682
725 276 316
523 585 74
249 42 -780
50 282 -388
325 241 49
180 19 -451
636 94 499
812 107 -154
755 71 98
103 731 340
595 44 755
121 801 -425
671 543 922
158 224 742
507 187 749
451 66 -946
186 659 359
96 348 409
438 496 734
508 269 -733
614 217 -577
25 749 198
812 403 -421
102 715 -132
574 706 -267
16 182 508
101 54 86
150 65 295
686 536 -626
775 264 -880
367 244 -724
584 621 125
535 587 906
810 820 934
141 484 267
342 233 -822
48 682 -875
324 679 -407
236 501 -415
10 30 297
186 257 -573
793 517 505
229 3 601
183 669 663
71 757 260
180 64 -763
87 130 -976
745 266 845
790 561 -204
635 346 -19
35 363 427
182 79 -695
660 384 -185
549 151 426
333 568 -395
739 24 187
726 85 -233
585 418 493
276 123 700
263 739 -819
275 717 -907
149 630 -940
492 25 231
587 589 -485
755 557 829
105 412 -266
700 391 654
240 199 997
406 89 -44
667 332 499
631 311 -260
435 143 -783
602 590 -794
117 187 -442
293 679 952
49 556 148
475 353 119
162 786 908
565 412 -78
798 397 154
111 389 900
64 623 980
704 448 816
382 553 -254
680 583 -935
631 667 -635
557 480 238
610 340 -114
633 106 -231
485 491 -892
634 523 -967
240 698 680
118 78 -727
2 634 18
300 276 961
632 465 -182
485 114 -157
206 52 -284
535 697 -898
381 668 -778
735 534 688
122 488 -380
253 46 983
261 143 818
494 309 170
235 183 276
535 167 67
673 456 -163
818 159 367
518 765 -741
800 323 -376
70 464 560
175 474 -402
600 230 450
405 37 607
456 521 -144
382 476 888
262 405 889
330 369 552
47 342 599
144 489 -29
328 788 556
764 386 -487
170 58 64
181 596 802
568 62 -915
817 588 -884
535 432 -908
614 803 -242
233 195 -483
800 623 849
311 155 -982
496 265 908
797 673 -194
74 587 -867
536 696 53
212 552 -782
197 74 268
32 215 -839
485 89 -72
25 642 282
215 58 421
46 453 -560
767 160 792
618 66 -838
258 7 -312
666 314 660
378 40 -184
119 484 -645
201 472 352
441 455 556
44 564 524
531 392 618
334 208 -92
777 381 225
312 32 91
280 694 -985
334 506 -320
19 504 647
274 387 -24
305 646 357
749 249 -107
820 265 754
397 435 -207
801 518 -430
380 509 -145
751 473 45
20 302 -380
522 106 489
330 244 737
694 599 -177
274 779 242
660 88 -984
53 733 -801
224 398 920
19 631 -159
244 19 -181
311 674 -425
778 640 549
554 178 151
127 737 -293
182 666 624
29 707 -771
243 374 -526
343 88 -497
710 548 111
10 698 130
629 714 2
645 396 159
760 319 -606
238 247 365
805 659 186
172 328 216
47 807 -893
484 477 -874
420 229 -269
582 348 894
717 242 453
213 614 896
743 64 665
234 527 -501
774 377 488
711 416 -173
683 6 -520
766 261 509
519 698 548
240 191 -129
80 94 21
793 791 614
805 152 802
89 682 -2
714 495 -107
46 636 -433
320 420 965
127 192 990
53 452 959
721 586 -974
402 65 -633
446 564 -222
352 153 -12
74 680 380
254 550 269
273 691 719
507 109 742
502 87 -470
334 787 424
471 580 115
325 672 -860
171 787 992
559 295 -946
516 398 -94
628 279 974
56 206 -226
504 620 609
371 581 -832
269 253 117
615 35 -983
366 631 -754
92 494 130
106 708 512
13 555 -852
637 529 -880
21 369 -216
110 228 -224
317 176 620
350 787 425
426 310 -512
680 202 375
776 762 -922
356 646 -169
383 681 -305
15 5 -186
369 419 -176
409 177 -913
9 764 482
734 541 -314
12 819 568
538 370 907
132 455 -10
236 493 -789
270 396 290
400 186 559
725 344 951
641 617 750
228 532 902
330 27 923
202 646 427
380 34 -681
531 548 -470
175 595 509
730 590 -93
377 702 -281
23 19 -780
776 284 -548
497 195 -296
412 665 -110
144 432 684
784 27 961
422 231 -244
750 723 517
436 568 26
128 620 466
462 640 -546
608 511 562
686 133 -963
409 460 3
786 211 993
106 79 -593
62 91 884
433 557 860
291 56 -594
759 767 -142
232 671 -955
347 417 -827
14 46 -2
182 547 -661
776 713 -951
474 192 -116
459 257 -241
77 724 -807
588 196 -64
293 763 -960
2 91 950
683 798 -895
515 685 -594
409 17 -806
787 157 193
615 216 -677
764 22 -460
172 258 -871
681 319 -702
361 593 -85
627 149 754
493 200 -839
366 422 737
681 183 -775
637 655 -873
705 396 -821
532 685 332
743 562 615
422 761 -286
307 343 802
3 272 316
260 445 -69
703 58 712
34 788 -796
723 343 -514
27 131 611
343 390 442
358 187 -898
640 8 -271
389 178 309
535 522 -593
388 404 296
337 801 -649
192 5 -819
633 259 -240
418 761 779
540 802 -186
355 40 -364
757 580 -511
777 139 621
614 800 -176
190 16 -369
588 16 206
407 113 775
546 643 -801
547 189 74
471 791 -86
803 30 -856
582 329 482
190 545 843
437 507 677
331 759 984
551 775 885
467 479 290
722 715 -817
195 317 153
190 260 -998
792 760 626
133 605 -907
629 144 133
524 782 475
665 769 544
774 241 -219
274 555 900
146 813 917
88 198 479
253 464 -287
389 410 577
718 452 289
218 187 -235
74 509 -881
273 508 725
411 65 909
494 798 -976
501 195 -425
302 503 -743
439 671 251
49 45 587
150 789 -540
422 432 -328
542 548 -477
223 774 -641
798 69 799
571 688 -772
475 257 -673
280 276 -299
479 366 -25
506 537 -441
631 616 -390
622 810 619
458 794 -955
1 70 -813
1 42 -714
737 163 227
604 619 20
165 262 -679
716 647 109
227 411 839
689 560 -391
720 703 140
187 169 583
287 689 901
357 183 -593
485 726 -364
161 412 -99
295 396 32
800 87 146
672 528 -844
478 33 397
487 811 664
787 500 -16
646 637 564
312 643 811
388 233 -110
25 359 -858
451 450 -114
338 523 583
18 614 -584
227 714 -313
616 401 2
702 78 -94
234 314 -5
541 214 -449
109 309 -845
278 194 -808
33 757 875
130 484 -508
468 646 819
149 470 210
357 328 -215
753 355 -21
127 63 730
180 20 837
42 485 298
426 218 -840
789 147 -364
778 658 -622
119 532 -688
807 122 761
585 680 436
740 818 704
376 158 260
496 806 -819
666 681 -592
713 331 524
418 161 578
113 479 -974
50 132 145
663 245 -589
794 410 704
293 555 -444
490 649 -588
485 488 -589
443 519 -273
770 15 -537
605 445 687
641 324 59
163 150 -159
290 379 28
333 424 -50
391 188 -60
679 89 -636
5 69 646
464 298 618
383 610 983
371 451 -295
242 490 -100
775 791 -405
522 261 -427
688 716 333
527 265 296
639 52 378
539 649 -768
612 11 -646
487 34 613
668 489 214
570 709 267
747 209 432
803 397 277
61 639 490
549 717 -433
682 691 -277
625 640 823
271 421 117
112 606 927
252 373 -469
371 157 671
421 244 -935
768 126 507
306 213 -736
636 170 -507
531 70 -92
452 35 -710
233 542 676
658 673 -226
493 83 -300
591 110 -604
164 2 -852
665 305 -835
1 520 388
305 404 -813
225 138 84
101 333 -270
792 642 971
711 606 -137
60 135 -336
700 370 898
103 493 203
712 792 988
855 922
251 257 71
191 827 -350
732 246 508
115 663 806
453 705 -557
832 780 33
241 644 344
98 317 -971
560 437 -433
133 328 420
51 156 877
275 840 172
52 38 -13
139 458 513
155 759 846
386 575 269
176 511 -575
218 547 937
52 606 -870
840 692 -455
276 759 -381
796 291 469
328 118 464
791 754 663
556 616 -266
521 848 897
562 710 -317
361 294 63
670 651 730
63 421 543
210 383 -633
209 839 174
833 205 -663
642 519 524
289 209 546
190 131 16
338 349 -472
73 63 100
74 57 -475
121 768 -576
490 750 -114
415 323 -334
565 567 369
660 755 690
107 636 -290
667 681 540
579 493 -156
101 724 57
363 289 798
374 753 250
394 51 -693
577 503 -962
401 747 851
533 735 658
79 174 -480
322 25 855
770 122 299
260 689 843
426 350 250
496 465 -111
628 576 531
650 791 -843
819 602 -359
494 118 -739
357 635 848
555 207 -296
173 427 132
346 624 -997
625 306 913
562 58 869
589 634 697
459 91 -534
489 565 359
572 517 305
770 826 -556
71 42 200
195 132 673
284 280 354
511 272 428
114 605 -423
506 523 -486
65 752 545
163 323 -979
69 146 -21
192 466 -233
224 457 -507
9 297 -13
237 40 -94
21 280 892
567 238 -251
320 643 671
52 593 -844
450 598 -135
333 725 908
266 250 599
488 540 722
816 489 483
105 14 794
505 234 885
220 728 775
655 607 -727
786 432 -845
386 300 -588
847 312 -339
787 33 -905
267 601 192
529 336 508
41 578 -440
358 323 803
649 562 -750
80 135 471
504 364 363
41 756 -760
275 311 -836
154 558 -833
854 233 642
829 144 -946
653 362 -141
548 785 -454
314 103 -235
707 432 538
549 258 -187
754 704 -395
255 338 162
205 586 591
172 110 -93
707 197 -358
85 442 -292
454 288 974
200 649 -309
302 374 462
49 210 604
551 763 334
611 333 825
509 482 -625
173 471 35
614 332 132
474 274 -773
699 62 -151
204 793 457
253 738 702
635 763 -122
192 325 937
541 17 -991
823 455 116
40 157 -460
214 559 582
114 733 248
107 447 866
153 402 846
730 443 127
713 594 648
352 791 -600
142 410 563
246 178 722
251 493 458
719 844 717
841 770 -152
212 752 -320
361 71 323
473 305 570
687 751 -509
581 401 437
653 171 -12
406 74 604
114 742 833
647 810 238
538 19 304
205 739 -466
123 640 865
493 460 444
30 708 166
75 385 -738
672 445 996
38 41 -116
293 70 613
743 230 -714
547 373 -900
707 587 948
703 490 -645
369 574 -627
849 783 666
347 440 743
839 585 -387
621 435 -622
750 427 297
280 798 251
794 511 645
496 101 296
253 473 -514
522 552 -279
175 782 -940
606 563 287
43 440 235
462 749 -371
724 367 750
11 255 -194
88 338 -221
613 660 208
410 316 887
465 230 976
319 393 903
540 38 136
560 75 -553
76 100 -278
417 720 394
125 621 234
552 187 231
822 172 -447
6 663 -2
38 832 185
833 631 -540
820 684 -645
787 240 995
513 94 -28
83 792 981
757 389 259
122 627 659
445 289 -639
747 479 -962
799 683 15
838 664 808
313 298 -120
489 338 -585
125 5 -704
560 491 792
567 335 793
272 149 938
113 430 -759
76 82 271
401 504 -772
627 624 -580
311 816 -93
731 612 -966
147 627 938
682 307 -371
639 495 -102
689 604 355
134 367 -633
310 390 877
597 712 675
371 470 308
172 533 -943
205 350 734
244 219 -259
568 70 -108
626 370 -925
529 811 -838
585 622 -306
247 229 327
740 775 389
522 92 -632
303 770 -738
743 211 -350
420 807 308
830 581 299
526 230 471
605 790 531
281 563 54
765 69 286
244 575 292
523 567 -669
113 733 -166
798 235 -374
657 117 207
90 150 -712
173 527 924
351 294 216
285 339 -643
61 92 -186
205 78 411
726 183 -955
11 81 -681
60 254 822
640 375 832
220 206 -812
124 352 -696
109 466 954
787 850 -609
785 160 862
342 344 -636
114 324 -487
184 470 994
156 401 64
602 682 804
693 414 -962
376 571 -40
201 530 -615
376 113 -370
102 111 -27
852 745 -138
698 672 13
506 89 -351
576 630 565
669 258 840
760 383 421
481 639 1
441 555 -507
719 271 858
283 339 438
213 108 -52
276 705 -423
333 75 952
208 318 359
118 745 933
28 125 365
207 458 -595
467 346 -635
306 397 95
794 447 796
723 311 302
386 428 339
352 203 226
752 138 550
406 671 972
150 383 881
538 359 -964
774 73 341
380 2 780
214 299 -593
503 347 -408
466 16 550
172 353 -477
734 703 -78
741 467 -174
454 182 404
809 632 -537
613 818 704
65 8 944
557 223 209
529 452 -229
275 184 939
160 286 -577
716 380 -17
594 597 161
182 226 37
665 713 -720
287 440 -68
511 238 413
335 614 -589
426 320 -758
129 728 906
160 658 -260
408 250 -630
822 744 710
149 448 813
324 281 142
842 303 33
328 840 240
825 394 -643
784 565 672
695 567 867
168 315 283
407 725 127
453 316 -331
469 115 -841
351 535 687
739 542 811
708 789 938
761 6 -196
21 153 224
291 462 -396
489 278 417
532 93 -385
221 50 208
428 194 286
88 839 -50
831 57 -762
36 734 18
519 227 -433
657 581 -524
557 777 -155
312 38 -394
197 325 507
543 745 -678
658 550 -401
558 395 501
280 99 -229
581 778 236
238 706 -104
518 120 -748
483 752 771
529 630 895
328 314 -516
545 662 433
641 141 801
386 820 98
538 646 -522
743 466 846
637 522 -214
296 424 -878
598 541 458
447 604 130
797 810 37
540 446 -212
176 248 829
25 55 -374
380 567 74
362 582 -472
45 405 970
538 854 -335
436 62 721
82 60 766
336 591 -800
331 692 473
218 742 -769
261 79 793
773 195 431
502 526 944
152 200 -161
656 289 748
805 503 -926
137 562 -473
693 788 -687
164 244 357
317 807 844
582 360 -619
801 805 406
59 472 281
29 30 634
458 594 784
210 518 497
19 222 -957
819 380 -802
828 220 773
570 661 94
520 224 622
543 745 385
107 82 -267
252 283 594
354 112 -140
766 249 330
658 115 475
509 377 489
316 288 298
839 756 -370
828 673 721
161 422 -75
554 788 -367
685 389 926
570 504 881
519 498 557
34 486 803
118 544 670
430 419 -516
748 213 -389
234 132 820
775 349 -606
180 573 524
563 798 -388
815 630 -343
572 352 620
533 839 211
467 334 -243
214 400 771
242 241 369
476 253 549
735 510 874
72 641 967
185 692 266
252 365 -813
685 7 -771
553 520 -633
326 550 783
542 295 -705
556 232 -982
355 681 411
721 442 -651
185 728 -202
807 251 -801
87 270 -311
843 765 -331
535 222 -695
537 801 -909
776 572 523
17 215 -411
747 636 -543
822 681 -930
746 368 -868
120 363 416
325 635 915
448 770 669
59 576 610
697 202 -465
755 381 -870
243 20 -676
416 180 -106
550 43 -27
152 691 -709
377 585 -25
800 392 -541
473 442 529
419 148 220
126 744 -359
692 300 787
549 413 -428
512 738 651
249 612 389
739 99 703
143 74 -154
734 215 722
26 170 -509
370 456 -644
45 263 -361
457 328 -915
186 418 749
658 256 440
196 807 728
134 750 587
222 305 877
71 350 -705
363 754 -738
820 666 287
17 80 602
308 214 214
524 127 113
737 512 -712
416 373 533
649 290 945
421 837 -702
353 646 806
64 716 219
645 683 -579
85 334 764
549 819 -984
540 11 -444
188 824 -765
330 196 272
432 742 -349
29 589 306
673 225 874
149 765 387
433 411 337
258 603 828
403 19 -582
371 769 269
107 118 277
275 798 -436
150 781 -188
564 498 322
64 530 951
451 827 -816
803 505 326
820 673 281
239 721 -98
610 713 266
173 168 -43
252 494 -965
20 468 7
354 372 70
220 795 571
543 512 6
662 643 -607
282 48 713
564 290 -881
620 210 364
621 684 266
418 393 -96
810 95 515
545 564 -537
769 75 779
327 24 456
751 89 -488
763 624 -926
731 532 813
513 725 -7
717 804 -808
103 531 877
227 38 -215
208 342 -925
754 270 -13
221 824 -36
534 449 -526
238 41 680
769 773 -460
812 715 -623
597 116 812
710 108 192
365 200 967
747 221 803
89 411 -750
304 181 645
527 677 -569
305 702 -606
517 754 505
229 37 954
469 156 -657
520 817 -372
112 279 359
205 363 923
569 208 301
247 269 -824
517 181 -625
427 475 -200
736 593 170
49 300 335
784 710 365
485 768 -79
337 51 57
483 716 -752
689 42 -82
341 173 802
201 547 395
764 540 532
424 395 -184
320 357 108
667 532 435
180 1 -918
63 836 58
607 36 -929
97 58 921
345 379 988
96 711 87
823 603 427
772 165 -964
634 270 982
813 197 -969
393 303 -732
551 844 934
639 200 -456
284 812 -51
295 57 195
664 453 -493
737 703 829
671 166 -713
611 670 -430
20 392 787
681 744 373
657 66 613
98 164 -992
512 242 -773
846 182 889
763 30 -975
652 71 -828
287 26 -840
846 690 -670
490 830 -349
318 731 435
640 586 307
682 818 -61
4 118 -814
105 341 -118
817 544 -260
672 295 346
297 467 20
19 355 792
451 428 -437
220 183 -476
204 671 -146
410 563 348
466 812 917
142 611 -366
730 524 -84
855 176 480
27 628 -924
494 24 834
331 758 -114
90 566 -526
504 476 -910
601 609 -763
40 89 -149
206 793 -220
836 86 -937
751 438 -257
594 796 186
848 6 -366
817 113 719
449 331 -537
351 404 -672
169 374 815
148 186 872
589 739 823
527 135 -898
498 429 -102
193 452 39
643 561 763
719 113 303
686 759 -472
245 214 -79
286 769 522
266 474 -51
227 806 -922
24 327 -732
271 15 -676
680 817 131
311 429 -159
762 478 -353
385 745 371
255 315 693
75 200 -583
747 310 33
615 700 366
228 841 -679
241 522 -532
828 732 -100
709 621 -552
509 692 245
43 431 853
308 49 767
837 848 -700
276 47 -973
528 460 -428
345 769 -268
332 343 -346
542 400 603
601 558 762
390 585 543
758 426 -828
625 843 -17
736 5 -30
754 703 -726
116 628 -743
810 121 401
816 445 -7
360 851 -10
13 839 135
162 677 461
564 635 -35
849 508 695
77 199 -344
303 694 298
146 218 -29
462 371 327
266 127 749
384 808 798
736 441 -10
69 126 117
341 549 170
84 362 285
99 681 992
316 61 -306
454 686 -279
643 407 563
790 602 -524
760 592 -259
476 629 -495
640 404 859
260 505 -173
473 619 36
836 40 296
657 10 -527
438 622 -756
180 265 -89
133 376 -727
640 38 -653
623 490 293
618 44 3
795 3 -649
56 340 -660
209 313 -155
464 447 -465
365 454 68
370 611 -817
725 58 -358
54 395 -256
387 384 -470
791 44 76
80 756 -390
800 267 -204
90 318 767
236 456 -137
560 74 -150
815 822 -544
357 304 294
576 217 -994
341 165 -448
446 381 137
150 147 972
417 460 525
29 283 803
6 69 473
585 511 149
704 770 -228
842 82 -657
375 376 -516
71 236 -949
214 501 -333
338 139 48
689 177 -782
560 612 233
501 182 57
184 87 990
674 611 482
216 274 -812
90 750 795
568 71 734
773 362 -351
63 731 116
589 30 -681
231 83 419
522 438 -45
137 150 -500
45 557 974
340 423 -49
367 737 39
165 424 229
232 228 244
117 511 -770
281 561 340
209 700 -619
657 661 -395
840 819 433
456 414 560
731 47 -484
166 819 -561
243 622 10
446 356 -615
59 321 228
461 43 553
598 327 -813
825 122 -587
398 493 359
520 574 -742
740 434 128
109 98 -913
78 194 917
422 360 -745
369 520 538
697 354 -775
648 451 236
571 167 801
795 145 6
315 657 -452
755 756 -711
540 754 281
303 297 823
142 628 -279
126 340 -394
690 15 -385
430 151 457
64 255 643
571 562 -778
14 173 623
442 22 669
242 203 -102
798 103 664
262 391 448
277 564 385
709 490 374
661 424 -813
579 148 912
343 460 -222
32 352 -436
561 656 154
196 397 841
313 72 -933
491 486 506
183 68 -479
147 701 539
767 516 271
751 640 -278
482 508 180
274 89 -148
623 50 -39
602 748 271
294 564 -506
285 405 283
849 294 299
453 616 704
286 40 -404
645 836 305
360 95 -569
71 839 -903
327 134 244
568 484 -506
243 221 -728
422 97 -944
726 202 464
622 492 -458
438 13 -805
364 702 -939
133 562 -936
812 37 -837
336 519 -785
638 169 -47
99 655 957
254 105 596
176 573 -808
644 667 562
257 823 901
293 677 -816
220 648 251
59 756 659
297 175 925
622 767 951
22 481 624
106 312 -781
695 106 98
285 499 183
64 128 758
296 677 188
86 849 837
315 327 -261
551 277 -406
301 158 -229
9 175 50
841 56 111
408 667 173
94 17 -84
226 148 330
320 839 -538
227 128 -659
786 373 531
480 844 -917
785 289 774
100 756 -695
56 698 -826
639 286 687
354 316 -435
231 510 49
680 504 -531
660 583 -637
402 155 -164
24 445 570
38 294 -938
511 490 391
145 793 486
84 133 769
100 627 -681
129 243 186
614 292 793
803 785 100
915 845
120 233 474
620 786 -988
137 256 -194
861 251 -853
320 19 -549
721 301 150
586 390 -87
105 385 177
499 717 -833
896 121 955
907 205 -755
852 236 -725
321 234 849
344 897 360
41 459 -472
476 583 -420
459 427 -900
864 609 429
633 890 263
697 593 479
855 333 -774
781 218 -104
506 493 491
472 827 -75
489 575 845
669 139 -105
744 670 -954
641 558 774
540 477 87
119 162 46
139 585 227
799 617 -219
603 102 664
399 547 488
523 361 317
786 506 -253
730 843 379
785 690 6
377 705 733
587 75 130
633 834 -863
652 690 -555
486 155 531
77 397 -9
515 114 54
810 781 839
245 35 897
817 215 -206
648 741 -988
520 473 -833
527 127 -948
687 460 119
711 350 842
241 720 495
519 397 161
214 430 870
446 659 -804
367 307 -482
827 55 279
387 86 -631
734 596 163
741 671 -262
164 302 -691
177 303 -296
645 356 43
108 627 -588
844 668 750
525 618 540
177 145 296
471 541 -877
353 747 176
111 327 -345
109 515 156
612 902 96
147 657 592
413 715 26
487 658 99
878 468 -303
656 420 -5
256 210 -658
337 701 -228
91 259 323
145 14 693
669 384 -35
218 9 136
394 327 -37
121 728 984
311 357 -290
430 482 -726
136 518 953
126 595 -700
542 289 315
793 3 -271
457 436 874
21 831 246
476 649 545
630 242 -182
79 562 -643
405 885 -28
907 693 -217
5 552 -587
707 536 -571
102 582 -673
530 438 514
777 539 821
20 34 -52
839 492 976
475 768 991
182 156 185
653 762 -905
688 536 962
35 881 -469
421 97 -297
256 785 754
570 444 -727
383 611 402
236 426 427
621 145 152
56 364 -953
276 116 524
621 820 176
111 181 -463
72 766 -229
321 866 389
433 333 -207
54 722 -475
593 46 -317
350 903 -143
820 657 542
303 434 -496
24 126 -14
441 785 144
369 622 -412
236 813 388
367 263 -627
626 7 -261
638 46 -694
540 693 723
777 721 -873
805 554 -395
913 627 528
829 438 -604
379 831 -954
502 733 631
412 303 -531
659 235 -465
844 790 -743
402 817 986
15 565 548
76 38 -357
23 458 97
478 624 -897
425 149 902
510 47 799
722 626 -204
462 843 -912
739 457 -763
169 339 470
137 762 831
431 496 -427
738 67 916
570 402 380
715 714 980
320 352 858
894 852 -175
228 504 -96
742 647 382
803 248 278
210 275 576
683 651 288
786 861 819
589 354 -681
513 805 777
412 797 761
169 900 472
755 440 68
679 87 -152
158 228 -692
25 660 -890
71 582 -220
900 756 -567
370 562 745
15 449 227
866 766 24
50 881 288
726 476 -567
365 234 411
128 88 549
550 886 383
307 107 -702
41 685 607
43 121 -452
833 668 -456
106 536 581
732 840 380
142 696 -736
273 233 -653
493 231 512
468 497 72
866 292 272
85 747 -168
243 383 503
600 229 -763
547 377 36
474 403 850
301 266 -892
733 897 537
567 817 -200
243 397 777
564 489 -405
498 854 434
380 821 -5
306 388 643
528 235 351
407 268 -946
594 466 -735
537 855 796
334 386 -7
673 293 -519
610 601 628
842 119 -802
643 374 -589
494 742 178
806 553 -764
90 98 449
813 762 -872
619 143 660
214 639 -500
134 43 640
425 170 -422
826 717 115
766 289 -587
534 261 -293
267 355 625
835 550 -211
197 606 -450
231 813 317
709 456 -162
164 629 869
640 510 518
492 469 -18
752 289 908
450 344 -386
291 683 -384
501 507 -21
392 55 929
343 728 -854
743 526 -442
420 23 792
798 256 89
399 179 -488
507 250 160
887 256 -27
138 721 -656
766 112 -985
133 251 502
514 540 -571
406 190 -780
713 751 -379
230 155 801
455 454 -320
200 766 -493
24 325 831
4 276 553
227 178 -913
711 167 -515
641 530 145
13 414 -251
604 296 42
80 490 -905
360 292 -954
35 423 296
897 124 -606
203 742 167
395 850 -243
10 878 809
744 178 85
743 420 994
558 762 -735
608 777 -595
832 632 -474
130 380 223
738 20 42
502 693 -865
804 349 878
596 277 -46
737 292 867
222 427 -102
854 569 -702
617 629 315
535 44 -184
805 479 198
377 207 229
525 818 -560
583 164 -782
624 197 -506
116 547 257
415 374 -900
566 45 496
59 292 -447
430 539 -189
451 490 858
83 531 -762
770 720 -333
170 788 -174
70 794 949
548 37 -271
487 669 487
358 282 898
199 885 -468
798 572 -337
787 392 -926
747 527 -462
446 635 566
105 368 -809
113 360 -1
832 579 105
773 887 110
424 639 -986
404 486 -745
671 209 -536
451 80 905
731 645 860
359 879 187
276 488 333
327 260 824
515 396 -952
390 220 366
713 376 813
813 60 -10
81 763 -77
183 156 234
279 110 340
476 89 -332
315 733 -931
711 290 205
147 16 -358
226 627 346
77 106 32
88 399 997
835 536 -21
395 867 241
687 579 -582
786 752 -709
115 365 -977
848 7 709
41 526 -171
892 358 158
505 657 895
563 492 -405
351 697 -191
421 892 -102
782 14 -487
4 8 -145
889 422 -899
814 160 875
404 188 6
891 426 425
889 528 319
792 297 -230
67 175 52
622 606 -5
528 588 612
160 35 975
345 250 -252
252 743 416
17 225 790
7 74 911
126 92 605
845 689 -808
832 526 -55
122 255 359
739 621 -243
437 440 -877
646 734 -57
749 500 177
838 776 -872
572 752 -61
853 677 526
600 307 660
87 520 953
391 852 28
120 857 -19
467 848 -630
558 226 951
68 716 -280
367 542 -660
289 749 -96
72 327 -97
418 611 -13
815 273 -977
124 621 810
510 525 712
79 607 -892
243 505 -70
391 629 869
320 807 -649
258 208 -326
419 213 -387
189 276 908
787 803 524
181 417 -31
578 764 714
344 180 277
455 179 880
397 287 -888
320 742 270
801 740 -751
125 620 -58
852 312 -567
661 74 -692
816 909 -405
765 12 -980
60 851 699
80 769 -117
378 39 61
896 32 -205
835 26 327
900 49 372
140 596 -839
290 595 312
505 114 -63
120 633 -175
469 811 796
840 405 -520
376 647 -84
718 12 267
23 529 -259
161 392 -254
833 837 93
142 735 143
888 370 613
126 817 -639
640 867 -176
373 185 89
149 424 -331
774 454 -101
147 807 793
160 244 372
421 625 163
50 265 779
788 38 -438
896 333 -157
646 130 9
779 378 -969
864 121 -296
873 259 331
312 499 -741
675 806 22
254 732 808
856 239 -447
78 222 608
849 208 961
426 702 608
361 262 906
382 482 -811
405 533 -861
44 486 -711
151 684 -891
197 98 72
743 433 -296
498 362 -295
35 873 195
720 831 190
852 309 -704
332 609 496
612 352 -508
901 103 -994
476 18 587
316 643 -229
478 36 199
388 568 -923
281 502 -623
95 484 314
725 895 -522
569 202 848
276 8 996
75 225 -61
563 201 -169
33 501 -527
907 306 921
753 901 231
620 413 232
676 251 401
631 854 -116
25 173 512
878 499 -684
116 549 905
92 812 872
506 136 -504
873 102 -569
796 544 -45
336 578 786
243 307 -184
101 141 201
228 606 -467
555 496 68
59 629 -622
619 514 978
130 53 -507
650 370 547
506 757 -585
156 798 -211
780 680 -518
911 104 -211
25 229 782
562 127 -217
887 233 -768
131 474 123
427 870 351
873 38 527
690 786 697
730 527 -958
789 774 -665
