19
989 1603
725 13 772
176 75 208
303 98 819
321 704 757
406 735 89
649 300 652
402 140 120
485 588 470
364 754 862
81 753 712
90 785 11
812 284 2
365 76 555
141 799 463
555 180 626
166 271 541
311 329 962
199 49 531
442 315 282
9 647 386
193 286 70
99 348 194
553 222 735
364 3 788
49 682 401
63 221 639
213 704 201
588 128 336
1 371 194
202 493 616
161 485 871
301 275 919
125 304 490
599 618 223
211 185 496
382 285 784
25 808 671
428 60 512
417 675 3
809 393 243
201 6 155
750 79 497
709 301 992
64 685 84
702 260 153
471 159 817
194 695 530
729 561 496
308 49 984
479 377 874
287 477 913
661 113 423
147 219 887
553 231 143
440 572 50
157 490 229
702 350 435
135 318 54
615 14 121
310 499 833
398 311 417
436 311 630
425 151 792
189 230 954
427 51 460
761 613 401
278 506 942
199 523 280
400 76 406
331 614 317
276 361 490
407 101 947
127 782 830
169 734 823
389 819 874
331 726 978
525 784 143
452 381 423
293 407 943
185 344 50
103 789 18
275 801 982
687 223 261
726 342 730
253 238 550
18 176 957
585 174 991
283 331 457
487 547 293
203 117 129
150 386 421
510 630 506
432 322 94
274 759 946
801 706 353
237 402 443
181 249 52
96 64 397
626 85 201
243 263 195
472 763 494
294 462 88
651 307 444
279 623 986
85 374 131
367 420 471
120 240 718
7 465 301
633 396 659
655 162 973
365 319 541
626 558 849
761 380 50
35 433 705
182 531 892
454 30 438
582 220 873
498 64 295
748 611 563
108 194 989
124 5 496
349 635 796
112 665 121
648 722 713
53 686 709
737 160 302
125 47 159
178 274 942
756 695 724
731 426 530
353 558 538
775 759 586
126 270 810
732 567 574
108 562 282
741 157 378
486 620 300
302 273 205
149 59 854
652 61 539
618 271 190
124 385 679
140 30 625
684 298 818
367 816 558
468 169 381
125 27 232
361 68 36
32 785 24
286 47 541
125 332 570
821 608 864
436 274 542
815 115 407
14 735 176
743 668 891
92 37 634
330 799 228
175 705 845
723 556 839
171 136 158
43 738 457
79 479 787
87 222 258
223 156 316
426 199 698
373 374 55
402 550 564
664 294 31
267 29 971
659 383 829
675 743 66
652 730 248
129 456 590
698 387 434
1 226 429
821 802 380
292 94 838
529 565 907
372 34 504
46 751 359
398 595 882
277 116 649
747 491 600
574 13 685
722 413 264
699 741 909
455 180 253
405 629 330
581 336 231
408 276 728
683 720 17
71 186 765
644 156 998
547 98 710
449 45 629
350 198 749
28 663 626
718 25 791
223 379 816
57 89 19
134 7 987
357 764 144
227 292 540
202 55 173
684 390 162
777 571 450
438 156 851
549 308 960
755 753 913
742 228 937
306 155 627
375 702 509
385 270 249
783 167 245
679 639 397
31 394 708
421 651 36
333 533 740
485 65 425
71 91 64
214 661 446
761 277 818
82 219 768
326 457 133
671 15 119
303 588 679
125 704 552
345 500 753
366 208 787
221 587 409
322 64 982
115 467 536
524 66 509
336 346 239
6 701 268
414 157 649
161 678 672
465 83 374
637 526 516
344 574 966
208 130 496
32 18 750
456 269 566
644 314 171
124 379 514
241 759 864
224 659 579
546 228 142
176 123 855
731 344 979
799 352 78
742 312 720
496 638 673
23 813 776
125 215 857
698 210 687
22 752 481
797 727 120
184 729 382
760 341 543
186 34 861
432 619 679
489 725 147
453 385 920
250 302 501
528 701 403
235 312 600
613 561 679
123 701 493
772 644 59
789 629 317
171 636 103
234 666 564
27 91 819
266 38 719
256 438 60
335 727 668
233 657 223
270 172 370
303 17 887
221 104 849
713 595 582
635 714 921
262 144 347
552 417 409
460 138 578
151 593 697
40 554 771
226 667 80
427 689 796
135 708 721
547 630 931
730 487 747
692 607 664
403 821 752
823 476 482
410 748 245
480 713 367
804 192 579
48 769 511
753 513 487
131 490 734
338 726 272
52 122 120
396 658 12
817 289 164
287 550 742
676 524 102
86 256 991
696 72 387
71 4 207
771 788 386
538 321 955
276 7 379
339 500 441
781 667 195
824 501 698
361 132 622
93 726 453
406 14 281
800 67 191
663 215 483
262 641 645
763 77 14
388 735 782
774 320 459
456 369 846
467 311 624
187 688 940
349 799 630
356 479 55
76 50 567
372 21 879
499 93 470
256 546 9
294 78 351
531 191 694
622 27 58
226 670 858
159 767 608
335 591 422
377 176 789
653 802 788
94 181 601
183 67 584
389 325 585
429 81 514
242 593 485
770 126 447
264 653 34
640 129 413
130 638 600
727 77 3
114 308 712
553 818 312
821 663 835
519 110 222
353 803 878
181 79 208
95 244 673
463 532 959
42 560 401
228 425 869
331 628 427
436 570 798
758 37 440
527 356 365
526 104 187
20 572 132
394 679 252
489 330 891
164 173 935
592 369 159
686 776 940
665 19 572
42 52 64
303 568 442
316 232 787
92 686 612
500 590 292
290 431 645
417 660 844
693 123 167
580 79 483
399 326 438
2 308 576
497 640 829
523 684 761
11 207 462
663 508 834
742 384 720
650 298 149
330 100 532
433 562 176
125 272 434
428 27 46
80 813 121
21 771 519
312 602 697
116 79 360
720 814 908
560 470 74
360 119 600
161 732 959
470 502 798
770 373 211
787 3 156
497 265 337
636 616 636
776 119 971
446 377 945
47 191 266
236 188 130
687 365 480
320 764 823
541 728 473
586 482 303
587 225 88
492 645 652
560 61 645
683 450 214
26 604 899
106 325 370
83 213 150
52 711 852
364 72 373
146 755 145
350 528 597
399 375 314
317 664 596
526 811 900
463 344 788
815 282 247
364 117 232
662 814 532
44 27 154
126 390 500
732 238 827
654 134 927
253 80 397
634 264 935
448 303 553
779 659 526
245 198 199
505 91 617
258 757 992
108 251 248
676 260 825
294 409 875
694 467 87
538 239 571
621 161 855
234 588 598
693 810 330
56 240 150
197 189 28
675 376 196
330 493 599
546 819 494
182 129 106
620 268 952
368 539 707
60 173 851
781 679 28
191 138 988
338 455 39
795 451 927
594 699 740
97 802 660
641 152 129
762 539 502
637 150 249
459 432 598
320 369 621
609 760 488
744 7 713
67 390 739
171 487 525
637 22 967
208 542 894
558 8 91
561 724 165
814 477 892
64 277 876
429 396 757
28 47 979
288 734 814
485 550 392
768 603 560
465 196 846
510 395 383
757 258 305
537 342 442
495 58 178
196 582 624
715 145 744
436 777 191
814 640 131
650 685 150
617 518 229
418 627 215
445 646 229
523 532 350
262 135 793
121 606 698
276 663 836
646 455 952
682 630 383
721 804 774
471 194 279
445 85 745
124 215 989
647 572 483
111 417 436
532 778 136
747 319 970
114 359 883
569 524 254
140 128 63
289 805 728
156 571 831
88 214 16
556 769 655
343 86 561
560 480 519
119 89 468
200 244 879
750 189 602
427 44 198
225 692 766
458 245 829
581 267 884
105 812 935
410 757 994
696 476 101
377 466 28
692 390 763
698 15 883
190 306 973
109 60 171
294 164 622
19 801 670
734 551 731
420 780 714
538 244 418
716 701 314
213 367 982
236 224 862
683 584 890
290 110 601
307 616 21
640 790 95
54 225 916
132 186 891
701 802 488
305 185 260
13 230 872
456 293 883
5 100 383
787 295 423
477 580 93
481 789 536
253 303 693
355 400 367
117 238 714
295 517 381
387 222 752
713 542 776
559 242 353
394 139 153
276 698 589
46 560 854
78 536 38
660 104 189
107 84 934
374 533 191
575 465 197
172 491 139
300 490 773
675 785 824
679 471 682
188 500 264
420 9 137
792 438 903
282 115 219
483 443 463
815 770 932
605 240 718
223 562 298
246 505 904
77 134 551
678 467 83
195 511 579
445 572 363
789 681 207
507 682 892
278 259 76
13 4 854
312 136 29
781 29 848
485 378 132
521 21 471
590 291 426
490 17 583
303 588 253
736 476 95
381 781 496
38 315 607
601 91 606
672 158 720
109 191 368
638 121 161
222 476 654
529 243 669
616 576 999
29 326 382
666 671 657
72 423 947
559 404 72
632 142 346
556 761 104
238 28 396
152 425 729
43 725 687
485 332 127
526 50 321
172 803 187
212 787 476
532 193 546
378 651 273
407 116 636
363 693 898
824 512 520
589 430 524
770 743 576
752 130 477
235 419 805
50 544 663
538 575 680
135 636 551
703 394 843
488 652 801
453 476 450
158 649 940
357 562 169
664 244 840
331 257 663
330 796 958
432 509 610
142 97 736
261 643 131
267 763 831
186 372 434
519 505 427
357 574 407
353 180 648
137 334 924
438 585 972
65 105 829
472 792 962
664 325 553
430 126 692
54 72 783
62 355 565
480 42 434
641 531 207
540 729 85
451 684 979
271 232 620
405 77 29
36 74 314
777 599 960
726 545 590
507 571 411
641 638 597
249 804 955
417 155 187
572 156 484
798 178 925
494 400 648
310 744 180
246 253 730
12 707 861
182 92 145
642 27 989
312 768 767
187 453 302
441 304 656
683 546 736
812 192 267
304 706 279
470 19 243
134 815 441
753 608 506
279 62 901
715 600 366
459 469 462
627 566 87
321 379 315
518 439 14
691 324 552
699 187 480
520 756 363
561 766 86
38 180 254
351 554 6
684 464 501
369 712 520
188 807 143
367 343 306
240 67 873
547 525 605
630 782 448
377 160 851
804 393 778
297 46 572
316 717 271
718 225 76
321 424 305
220 541 296
288 338 391
641 824 831
817 325 856
528 220 138
159 318 712
293 630 840
373 467 737
779 48 8
66 10 944
444 521 750
633 194 728
385 160 13
373 219 558
715 112 196
780 406 929
823 682 889
714 650 30
774 23 63
289 821 114
441 277 460
178 427 723
738 11 904
325 598 26
111 674 633
724 113 335
191 40 207
309 356 461
603 291 560
46 604 199
260 565 812
388 111 427
747 355 596
121 636 620
394 725 629
303 261 102
492 412 480
505 99 41
285 511 171
542 806 218
651 577 660
330 466 50
811 163 404
508 2 84
76 706 461
436 102 198
744 279 988
499 206 355
422 692 149
427 725 141
551 204 493
514 436 789
275 358 311
657 674 693
126 168 528
649 252 896
127 704 204
430 576 892
227 302 519
176 540 352
124 301 913
764 446 107
38 84 681
609 702 326
423 613 438
665 612 384
700 170 120
821 371 35
82 397 997
149 611 274
53 509 285
574 398 990
410 166 30
471 86 316
239 648 757
48 406 860
351 565 598
147 108 564
442 229 36
243 205 766
200 817 488
448 584 722
351 562 291
275 700 94
449 619 768
491 260 281
569 250 932
786 642 582
706 66 768
59 124 325
88 755 223
380 364 10
476 248 659
619 660 991
780 769 317
416 799 381
294 568 703
391 190 366
244 27 630
632 495 337
223 365 321
527 302 615
567 735 52
163 472 624
242 284 338
423 487 708
220 225 629
148 446 391
33 678 197
791 526 85
495 461 361
434 715 600
367 567 340
501 544 542
126 582 973
93 545 705
108 744 861
445 700 698
634 245 745
789 183 198
148 305 785
193 300 327
391 424 429
822 560 209
27 641 707
187 620 24
814 222 858
86 533 390
142 300 464
455 328 95
629 189 198
19 771 983
470 634 363
319 588 3
685 524 368
390 153 98
221 399 265
328 450 193
411 192 911
374 314 803
280 561 19
632 75 341
99 242 756
393 355 47
654 108 941
537 490 354
320 621 706
792 101 240
655 763 899
694 111 551
417 180 346
775 38 180
688 786 698
308 155 452
167 477 130
816 682 346
756 688 40
329 782 777
682 610 347
175 370 159
592 571 68
706 147 392
193 777 511
750 465 621
812 323 968
707 638 441
525 685 133
635 439 125
420 496 650
58 137 868
221 496 921
439 692 429
7 822 706
124 682 726
28 79 986
145 159 548
277 10 601
210 282 576
618 330 801
434 222 968
217 137 309
786 415 623
304 511 255
740 544 455
434 627 264
380 422 448
597 358 243
169 146 993
502 314 932
473 628 916
70 734 691
824 182 100
531 395 961
655 250 709
419 253 106
106 603 611
118 238 421
530 224 735
54 22 631
277 423 686
818 26 426
7 214 503
803 450 414
53 403 17
262 783 13
280 424 562
740 489 852
925 1770
349 429 583
352 569 874
580 695 80
105 820 881
545 754 594
818 607 131
565 49 207
75 859 713
540 665 226
610 705 423
547 11 494
750 747 493
250 349 742
13 851 819
78 920 415
501 158 723
698 559 305
59 161 960
115 836 767
811 752 833
741 185 552
522 868 578
527 433 877
650 14 187
847 739 102
323 705 359
913 885 260
410 462 442
839 749 977
126 212 703
567 804 65
583 292 901
665 128 837
6 662 610
708 664 875
609 351 847
638 79 54
844 717 470
364 84 547
99 369 822
709 848 72
628 210 276
376 668 861
200 328 938
595 464 836
729 234 836
813 870 14
538 626 574
264 616 55
550 270 893
394 720 196
745 736 322
700 477 40
498 311 709
632 919 141
372 816 47
331 897 54
659 708 592
555 338 659
438 857 584
563 568 937
619 775 331
563 769 973
915 723 62
91 274 196
847 279 573
244 386 678
445 587 370
854 355 360
788 581 933
619 298 655
536 730 369
512 536 898
902 83 703
921 404 730
139 871 98
781 785 219
285 86 125
55 912 153
893 806 500
339 786 897
97 174 943
136 192 22
413 821 841
136 142 49
410 97 55
133 331 371
812 882 355
545 734 529
332 488 21
538 212 457
220 554 786
178 444 685
37 2 631
711 835 657
672 421 698
762 905 871
225 461 406
202 571 909
432 893 363
221 282 562
289 678 785
255 130 211
258 503 351
363 267 38
305 626 187
244 6 248
747 428 558
30 522 230
424 89 499
220 672 250
171 911 786
624 911 893
838 113 899
772 225 177
117 209 287
667 911 718
82 640 287
11 579 9
656 585 613
799 244 570
668 154 100
508 75 893
914 242 16
895 347 872
375 469 804
277 349 653
233 269 959
188 564 640
426 679 750
33 387 11
427 3 707
211 200 409
354 194 724
820 332 706
628 754 297
451 627 142
22 213 732
856 450 607
244 225 209
21 443 588
358 613 909
915 85 18
476 918 705
250 323 660
485 903 913
677 309 557
806 540 319
734 39 901
285 28 580
901 99 755
912 513 626
316 740 596
573 658 897
132 322 665
786 153 540
255 126 764
7 276 794
19 916 61
572 359 22
298 78 16
88 543 310
453 507 70
502 24 984
882 232 812
15 134 276
202 459 164
841 493 306
442 833 191
736 536 414
238 586 271
911 603 509
505 639 990
185 465 617
536 68 261
8 661 569
198 592 255
862 368 133
130 426 995
701 433 115
677 453 222
495 834 539
417 398 975
848 872 429
507 858 108
646 341 7
766 609 311
501 854 552
385 538 566
290 156 965
321 690 571
572 104 892
482 676 813
490 843 473
134 234 320
524 65 343
638 650 885
300 825 154
364 363 149
553 410 787
557 428 498
458 776 298
886 226 750
536 505 293
290 773 550
709 417 565
236 571 149
675 210 387
225 81 740
70 342 172
193 29 586
405 548 11
742 255 51
167 105 733
792 737 363
681 905 576
690 857 504
349 432 4
438 246 178
237 841 240
223 898 820
781 15 453
469 445 190
610 573 871
727 88 344
139 677 260
726 507 509
850 906 929
588 30 558
251 462 520
901 502 965
177 925 847
203 565 426
749 196 373
256 571 11
75 412 314
417 626 354
230 675 505
794 263 198
431 785 56
405 390 780
366 450 545
876 538 538
663 300 348
66 730 498
623 694 198
741 501 337
907 114 816
522 463 393
41 390 203
646 509 468
79 658 841
914 87 315
557 690 710
823 607 464
285 364 58
807 8 635
483 441 282
849 47 999
340 121 190
46 281 931
921 634 508
452 925 217
716 705 17
144 354 642
904 666 585
189 246 446
684 874 685
49 89 177
386 855 866
910 158 531
863 262 223
377 18 502
793 131 847
796 345 783
386 463 915
358 791 742
191 356 466
153 851 625
279 562 426
500 184 920
132 617 966
286 476 882
798 652 852
152 382 338
396 868 945
320 484 716
408 310 675
734 895 8
400 533 930
442 607 285
212 206 224
458 18 996
128 770 923
753 4 443
534 399 791
612 315 228
757 509 385
285 775 119
96 330 518
97 427 581
520 52 242
790 317 816
92 122 149
597 441 64
91 700 645
875 284 108
258 565 851
616 347 914
557 518 971
364 200 991
519 138 821
214 677 170
228 471 313
660 811 974
194 272 302
813 35 785
482 309 98
64 629 254
22 647 818
838 849 607
775 50 177
215 462 756
797 663 179
184 613 511
77 43 199
455 486 792
833 667 3
257 573 758
155 372 913
363 108 848
374 526 35
599 660 86
595 450 135
118 18 765
13 266 27
477 632 296
695 533 379
261 707 300
345 427 913
736 401 700
283 910 145
686 193 862
218 310 316
919 377 828
23 428 518
504 738 85
92 86 722
281 117 491
824 703 105
622 410 4
710 302 265
193 51 597
672 598 865
479 424 933
140 57 515
826 416 67
585 436 307
816 147 930
886 496 578
251 796 550
101 45 432
772 766 935
580 503 227
38 872 862
741 408 485
451 470 822
429 493 658
497 386 784
131 782 328
799 491 4
645 868 390
459 20 462
527 234 446
915 224 839
580 368 950
793 11 39
611 388 709
34 115 849
705 655 807
734 403 955
447 671 250
839 243 907
87 502 433
739 116 285
566 708 88
665 113 651
187 801 950
420 275 729
481 908 843
80 250 11
286 50 418
143 77 115
648 762 718
178 100 195
806 593 167
346 584 342
194 148 208
403 312 143
509 383 311
289 117 635
832 44 40
460 808 443
373 297 763
41 884 495
739 375 229
812 289 402
839 114 50
719 916 899
903 148 622
847 665 303
236 837 666
60 801 960
166 256 488
524 690 293
431 822 412
827 446 275
655 345 7
343 513 105
49 690 975
146 190 769
879 571 295
894 701 149
412 184 939
749 145 605
88 404 959
895 626 636
372 471 772
523 559 846
902 182 441
175 728 213
737 804 535
193 560 96
321 509 817
65 333 510
560 416 128
325 392 973
545 164 374
252 748 29
849 629 362
154 488 472
920 733 160
720 327 52
114 317 937
490 835 653
351 370 119
722 272 283
697 516 145
744 595 782
145 819 852
497 489 596
824 805 949
16 908 283
328 871 475
508 29 111
365 157 495
458 15 722
907 914 459
117 16 910
220 469 72
155 120 658
444 740 574
487 686 514
732 564 208
489 292 712
484 917 324
586 709 617
208 66 554
502 22 706
869 776 363
748 608 408
269 630 633
684 907 777
890 320 193
61 431 685
214 573 357
194 561 78
806 808 581
294 297 825
505 664 217
672 620 824
177 74 222
360 77 249
315 706 553
885 465 742
579 421 336
12 78 797
226 703 364
529 886 326
834 713 670
485 475 132
178 403 785
696 456 669
466 32 563
298 891 870
320 524 609
9 301 845
664 474 494
648 206 539
495 761 400
422 682 575
268 903 260
91 620 913
626 209 308
671 662 144
212 107 466
419 866 911
10 74 958
497 849 240
361 601 974
820 562 715
609 737 700
81 820 753
169 479 194
684 648 235
821 424 353
241 622 196
53 40 901
782 409 632
710 856 753
550 474 787
639 383 56
372 237 544
824 734 934
372 920 305
741 466 651
310 43 473
485 48 289
62 93 561
164 763 69
492 167 723
899 196 244
417 168 397
51 584 675
837 624 388
397 110 448
611 131 445
145 41 896
324 423 260
800 499 702
444 894 543
263 861 844
529 378 967
339 136 118
734 743 476
833 521 951
370 443 201
334 428 914
48 607 931
427 14 124
825 391 204
145 537 597
119 674 318
527 315 355
738 915 131
9 283 227
128 869 706
234 561 451
593 486 915
761 115 946
446 852 78
765 721 977
165 240 389
361 674 117
777 17 6
236 653 293
794 123 614
106 54 859
663 783 211
446 374 689
341 271 711
145 177 44
579 757 656
147 137 702
552 43 907
556 178 137
463 234 647
47 649 860
541 651 634
205 342 622
772 332 125
340 490 765
638 625 633
498 520 149
296 420 640
217 823 711
68 146 952
190 791 517
64 301 363
831 762 675
123 903 586
586 335 343
775 463 165
243 321 157
691 348 400
293 517 697
482 108 503
913 340 595
123 708 307
330 602 312
554 880 239
642 188 649
244 693 246
287 649 966
14 653 905
419 97 474
2 581 425
873 587 557
499 31 136
750 288 60
512 271 211
401 222 795
619 720 481
332 8 563
108 399 778
679 471 454
1 91 530
464 115 995
750 23 387
687 778 456
216 387 462
104 333 863
466 354 214
246 632 277
373 790 250
699 697 169
296 682 251
140 645 262
393 707 853
589 731 357
817 205 904
447 713 851
847 597 596
94 883 466
663 378 383
149 744 46
264 381 259
231 877 553
767 802 436
131 74 522
301 224 512
327 182 585
303 403 605
138 551 431
295 340 734
32 676 375
573 564 437
497 306 114
791 36 145
20 328 657
514 44 375
671 869 362
621 51 576
583 150 584
485 299 684
663 598 47
529 748 716
786 827 166
584 238 669
380 38 144
237 121 740
633 376 981
660 794 603
341 445 452
615 507 144
558 49 202
512 443 242
640 166 227
249 131 647
799 838 500
793 90 12
443 688 104
791 826 923
601 924 711
29 589 863
499 522 422
678 594 335
521 275 265
596 815 522
539 910 853
884 800 649
223 859 341
845 881 706
45 432 87
68 789 853
299 775 499
218 802 43
750 784 362
128 18 895
228 813 762
519 241 652
807 333 698
74 197 342
828 894 810
650 234 259
41 192 400
559 262 865
665 620 647
868 442 570
102 505 433
777 356 316
419 413 703
107 395 694
485 524 601
463 695 999
886 28 494
844 122 138
342 441 904
362 325 1000
53 148 186
387 65 427
640 682 982
102 499 588
612 114 800
156 844 510
707 487 653
531 895 562
143 770 699
505 497 296
789 39 554
281 584 806
182 895 599
459 25 101
915 742 93
53 415 147
134 386 357
872 381 265
772 716 912
100 165 654
272 383 627
584 538 773
630 387 825
817 121 592
602 493 416
705 680 998
402 795 998
553 653 904
401 809 957
834 24 91
883 657 906
801 515 646
720 110 279
227 333 874
887 854 30
619 199 955
855 584 978
463 591 433
502 895 623
514 400 116
62 45 240
454 594 187
616 133 869
285 85 337
116 55 548
254 702 473
293 20 514
736 468 286
333 289 860
792 506 896
521 901 466
219 738 482
887 155 66
292 412 965
813 555 106
163 392 136
566 853 441
774 353 676
873 97 516
553 109 359
602 523 55
797 325 22
126 305 903
739 17 716
681 921 561
277 330 593
646 516 671
266 397 829
621 603 235
615 376 41
362 90 318
842 351 314
131 272 366
516 393 840
652 254 170
135 688 633
370 432 801
44 19 308
546 766 688
421 491 301
854 395 347
86 550 842
651 105 672
163 753 409
775 346 996
253 758 257
333 917 857
310 52 376
843 884 60
78 361 91
158 658 602
447 317 391
859 378 723
524 56 443
297 831 703
311 734 905
246 736 411
270 769 679
485 168 770
18 729 91
509 199 759
756 168 327
310 333 695
894 773 414
756 328 896
494 813 110
258 440 531
24 183 47
105 469 866
833 528 492
25 640 817
866 708 323
230 268 826
414 237 867
779 390 868
602 139 193
925 362 471
174 168 815
346 886 882
7 765 413
728 610 152
326 260 749
192 707 621
289 370 500
264 449 925
764 586 984
784 522 499
513 286 557
152 597 508
352 825 418
511 280 517
861 75 897
707 41 29
287 349 759
622 197 979
156 68 203
632 25 131
250 236 617
384 716 468
141 531 165
215 644 564
313 559 13
290 649 990
484 326 460
443 403 803
460 812 944
292 664 207
100 261 487
750 553 959
174 882 345
142 762 460
701 467 903
54 408 890
544 552 683
264 460 580
832 759 673
295 758 296
366 207 246
915 451 137
13 693 726
592 533 81
738 667 352
647 675 237
300 629 100
920 900 50
316 653 90
350 484 484
834 588 585
867 638 785
729 161 516
763 281 691
231 716 515
140 734 119
650 625 329
43 87 976
378 75 536
301 352 953
635 372 297
87 394 870
6 829 323
66 227 998
802 424 221
234 918 321
644 156 298
75 492 629
764 224 115
497 592 741
480 89 502
661 421 586
170 368 604
323 700 817
911 908 879
98 653 792
284 456 166
66 696 998
923 463 445
197 243 452
174 558 326
800 635 274
923 415 692
521 381 877
128 21 379
148 127 601
621 756 501
85 140 834
305 412 285
168 484 779
589 237 403
699 265 997
425 734 948
12 827 352
591 793 368
267 313 575
747 625 322
583 899 196
752 577 695
745 802 530
310 490 568
546 526 158
726 757 452
540 851 937
347 551 546
477 647 165
364 308 586
481 415 22
679 840 840
44 340 538
761 438 127
853 718 489
605 211 426
909 853 257
271 85 244
705 158 903
913 645 853
888 791 297
497 289 751
16 444 561
834 484 390
364 108 137
447 818 42
491 636 189
263 15 362
759 320 570
459 8 989
21 896 253
651 629 930
838 341 143
290 354 83
218 690 526
32 871 908
126 808 67
264 7 882
340 522 868
789 851 562
167 189 89
815 427 948
849 616 802
1 590 323
580 786 646
378 591 505
919 597 607
46 681 487
539 264 603
343 543 920
576 736 346
204 679 664
922 14 832
872 291 300
529 533 376
757 792 868
65 136 710
796 839 527
874 786 771
350 403 389
488 445 205
793 721 143
502 137 24
248 585 727
503 520 671
643 743 519
55 548 295
13 842 657
269 709 474
398 207 682
570 268 727
568 214 574
815 382 67
90 250 805
99 676 954
501 448 972
198 490 96
429 251 150
775 532 657
728 563 52
373 102 799
696 695 389
123 685 41
116 766 319
808 836 878
123 73 107
725 205 880
652 493 604
296 677 668
924 631 961
98 468 92
315 432 761
243 587 907
498 632 290
718 552 740
488 782 153
727 632 838
363 893 650
675 353 367
15 67 267
248 918 304
755 317 922
261 217 944
778 892 656
805 133 327
720 46 167
441 260 241
690 746 847
786 767 788
115 447 580
590 836 16
192 408 231
763 625 90
36 424 736
618 566 54
660 238 821
489 476 349
276 484 981
52 119 15
623 167 475
313 453 372
666 777 458
637 738 553
283 329 153
200 48 335
208 873 672
557 812 396
355 859 969
818 819 59
434 800 929
890 455 582
293 181 244
225 227 36
130 448 407
107 705 826
748 645 304
718 373 580
593 628 718
652 508 986
506 127 50
42 890 42
774 246 553
820 394 362
295 326 427
267 568 584
52 750 877
658 815 840
426 623 312
563 101 961
761 316 622
281 768 54
27 728 943
197 270 672
650 278 36
7 100 504
335 177 253
740 218 228
767 206 48
275 486 894
299 293 893
355 103 569
126 483 408
449 337 729
405 812 32
295 726 933
848 92 718
531 449 778
839 519 597
123 534 859
568 917 744
479 639 305
352 425 387
120 850 972
922 248 365
550 729 531
128 364 78
516 762 484
497 859 415
910 106 813
253 234 624
859 143 380
496 754 174
811 480 892
164 652 353
265 357 615
442 4 392
539 20 242
720 542 960
376 826 429
656 148 416
846 31 272
809 68 254
254 857 545
355 157 349
608 693 465
477 919 626
432 21 234
712 186 203
344 904 957
632 520 674
89 126 61
16 766 163
396 293 482
8 712 816
494 775 652
699 749 913
677 654 26
877 822 91
136 806 435
554 637 584
622 135 56
795 530 912
200 95 534
557 478 605
615 376 912
401 388 430
69 785 991
683 805 91
199 40 569
348 121 547
380 768 595
784 678 694
242 184 572
733 907 690
260 472 191
453 859 480
796 427 156
674 558 622
622 739 875
921 630 57
415 458 119
391 143 529
433 173 712
714 80 881
557 196 730
384 878 857
64 692 588
115 671 488
637 849 158
312 101 64
355 5 160
775 362 599
511 547 493
92 389 398
173 47 868
653 241 829
578 274 141
599 72 521
639 288 541
714 288 373
709 854 695
516 22 719
553 268 49
418 695 70
907 252 358
368 136 464
669 274 481
126 877 724
862 64 19
580 854 38
611 640 659
14 128 826
61 452 541
73 113 772
589 922 613
705 248 330
684 888 926
43 852 654
802 5 180
802 363 785
541 716 78
247 824 901
26 573 311
679 294 808
82 107 675
241 373 867
540 716 848
865 346 256
769 556 914
445 254 832
443 375 506
647 18 916
600 735 645
397 479 300
427 755 541
200 525 627
360 191 240
393 198 453
734 760 108
820 112 369
817 894 676
184 339 813
728 680 677
201 373 309
145 534 370
417 897 805
539 98 590
239 730 613
731 494 180
80 663 78
235 385 985
628 229 197
292 366 165
217 833 810
655 644 66
556 297 595
123 112 220
207 606 819
439 6 143
632 221 904
366 326 452
115 874 177
716 513 600
538 164 666
915 285 556
693 815 148
242 62 607
323 623 223
386 885 697
591 241 187
66 361 299
199 784 574
16 157 228
507 842 167
77 131 369
475 98 313
234 271 678
325 668 976
255 276 297
923 133 375
564 346 212
81 700 960
702 619 972
565 240 820
185 913 519
422 290 132
915 360 546
52 74 610
347 604 480
195 296 84
273 81 888
117 206 832
666 131 753
749 421 139
839 888 171
913 638 440
443 467 266
115 334 260
370 58 773
421 24 620
574 831 828
446 298 297
533 192 205
493 303 874
820 124 702
773 561 549
430 116 710
657 458 698
902 727 650
364 683 358
650 47 18
614 562 203
459 675 760
451 445 179
907 367 872
482 5 168
729 831 738
375 209 139
408 99 578
790 444 483
131 445 568
890 118 658
272 395 996
742 794 210
428 894 613
796 829 496
103 294 98
792 553 680
711 305 626
844 841 69
893 801 443
920 424 714
848 97 979
540 330 9
745 857 522
584 782 455
611 5 940
530 17 526
137 734 131
692 99 264
455 261 21
604 116 924
163 624 853
173 712 915
58 237 53
256 515 719
859 764 222
9 285 121
257 241 626
138 371 38
381 270 999
767 233 625
882 86 168
651 758 979
613 884 918
69 449 119
704 868 492
229 52 157
725 840 476
494 837 569
749 544 930
763 404 605
287 760 700
679 560 57
382 191 288
435 147 974
140 420 513
704 843 651
817 25 970
750 692 503
366 921 228
554 77 33
182 673 317
898 2 46
277 847 927
740 144 5
879 707 21
98 216 241
782 814 16
564 549 160
546 541 239
500 902 554
70 229 178
491 190 974
709 278 470
853 788 256
871 305 770
906 323 404
884 321 651
692 61 574
595 650 215
687 792 955
183 916 180
619 801 703
375 62 434
391 436 415
326 782 285
861 219 177
249 923 841
919 468 66
636 476 382
624 525 668
610 300 463
102 313 619
191 394 138
692 661 370
415 924 913
598 24 438
637 810 103
309 880 702
558 765 571
737 84 874
342 647 295
307 50 432
668 665 941
925 537 18
664 176 446
109 135 223
365 284 646
688 337 65
548 219 466
425 481 137
39 854 429
767 83 507
522 719 809
332 885 211
319 83 197
376 796 518
311 637 964
288 805 316
733 18 735
