1000 2881
486 534 425
697 515 890
566 505 14
976 429 543
551 620 64
454 713 963
81 332 297
130 97 899
807 783 593
656 574 601
887 366 587
466 323 478
818 98 194
171 542 913
162 149 244
58 693 872
840 692 685
432 326 706
241 125 800
356 40 940
891 712 56
196 76 470
364 466 373
16 212 27
56 436 967
522 101 880
345 665 531
93 593 910
532 741 356
244 466 857
379 598 612
862 953 903
461 300 713
917 155 989
828 864 731
635 985 707
335 442 527
196 308 343
920 564 588
33 516 106
341 129 631
722 892 668
589 656 754
401 924 30
914 40 510
976 343 556
500 710 166
162 605 478
230 544 90
986 946 130
862 62 752
922 589 39
889 330 371
977 972 353
484 162 575
787 543 677
353 915 184
860 281 50
432 944 250
599 873 887
641 835 158
618 912 514
272 551 306
848 910 374
662 630 365
621 106 176
588 102 66
916 335 744
845 444 509
133 835 381
672 721 253
867 744 633
175 755 301
895 789 267
176 914 427
660 122 36
249 787 863
649 984 788
231 415 482
40 438 155
280 499 698
339 862 776
391 584 441
93 421 540
20 357 524
701 516 18
548 997 82
844 107 230
443 739 398
873 106 52
145 280 696
758 891 920
626 620 666
769 858 747
971 809 746
566 119 982
238 982 242
216 452 471
427 769 954
643 295 619
460 130 680
340 785 380
355 90 796
928 990 455
291 625 634
35 635 826
732 293 462
283 360 445
297 979 824
321 10 222
176 273 823
926 906 754
342 627 911
515 796 2
843 269 480
13 692 837
457 587 874
282 651 56
305 134 151
517 551 44
140 448 650
962 511 888
999 670 460
992 527 195
980 517 60
204 955 1
55 466 212
813 174 685
78 96 202
166 216 699
74 590 935
298 522 92
679 646 676
209 62 241
67 426 121
630 649 376
859 935 869
281 842 471
784 965 231
117 761 628
464 662 205
484 175 596
65 359 248
930 52 525
901 893 162
255 290 15
698 892 254
529 322 820
431 207 83
700 323 979
843 474 653
715 92 769
878 768 338
971 265 99
234 329 998
691 174 563
125 537 876
304 560 306
887 146 968
425 905 729
649 851 488
879 831 700
371 321 71
946 6 657
632 607 3
963 445 166
695 159 168
154 898 150
319 531 287
897 378 801
257 730 303
789 532 516
703 540 5
85 508 638
164 297 668
682 265 66
261 471 972
767 762 4
941 514 161
100 323 198
596 618 918
699 98 797
172 903 617
941 675 776
88 627 52
9 272 64
956 964 798
844 419 131
991 539 83
452 777 276
797 774 446
582 622 311
673 55 841
22 374 84
2 301 433
488 158 359
479 561 706
708 384 725
631 130 979
520 431 999
485 75 417
455 447 48
904 21 827
460 612 289
646 576 82
231 782 713
210 41 342
542 42 747
892 176 386
173 238 785
23 78 86
67 188 782
263 206 620
716 373 36
627 676 382
825 424 770
484 728 614
331 307 455
92 468 676
468 357 504
878 526 384
846 868 802
953 980 739
485 327 552
641 721 314
894 255 740
431 453 288
251 252 345
739 146 635
387 620 427
289 184 407
468 180 462
57 956 326
514 631 638
319 942 430
665 312 810
725 88 640
888 616 772
466 820 566
580 47 76
334 96 136
622 459 781
208 460 352
878 250 701
153 66 577
952 666 511
26 429 254
953 4 65
252 403 868
872 461 336
661 242 956
24 305 623
735 745 13
304 8 115
102 386 655
919 638 669
516 544 619
119 309 176
751 374 49
1000 714 551
860 732 122
838 347 942
508 994 136
240 576 779
507 193 20
377 596 775
73 659 336
865 768 396
517 1000 949
351 788 569
521 696 877
755 496 613
497 71 417
940 820 623
900 417 31
146 377 93
813 655 477
296 205 907
706 695 267
12 235 695
945 50 490
546 47 409
967 833 60
984 819 273
1 923 904
458 888 807
36 333 960
886 368 481
777 377 765
895 935 352
636 102 24
853 704 313
271 27 441
223 761 859
235 982 494
919 922 696
753 981 648
536 125 413
407 99 491
553 189 38
569 628 180
497 971 854
724 111 922
975 743 262
916 741 693
270 666 437
268 649 677
860 223 538
652 342 92
688 304 336
445 726 342
128 612 942
739 117 482
520 36 715
871 308 103
920 355 703
600 998 526
59 304 545
414 582 913
270 898 257
7 554 634
956 972 398
5 913 717
483 650 257
253 930 366
750 540 580
530 745 992
822 332 938
39 972 480
917 718 330
363 632 761
544 515 174
363 463 534
924 630 597
320 435 964
774 406 611
534 354 337
961 304 207
124 320 139
154 341 613
348 836 315
445 392 885
425 612 875
236 927 184
994 331 763
156 292 2
762 442 594
621 77 721
297 977 47
525 534 941
21 791 942
303 239 49
157 118 218
328 872 521
108 925 35
620 605 27
846 778 330
495 252 771
412 705 261
102 621 342
998 451 150
862 410 45
181 255 854
927 74 760
87 973 239
311 128 561
311 812 345
744 146 145
835 906 685
387 686 608
261 702 765
444 436 666
532 21 691
470 353 868
428 141 888
923 195 950
836 239 198
277 116 11
990 533 329
718 169 862
191 860 49
661 845 695
259 862 404
171 290 306
84 310 860
769 804 636
360 437 109
556 884 71
761 228 177
452 661 705
237 886 907
233 504 460
119 277 53
794 473 47
252 939 345
10 90 171
673 889 269
240 9 707
191 292 200
707 311 120
734 55 272
505 592 491
802 169 162
810 279 556
175 697 728
140 863 362
269 832 787
948 282 998
433 184 848
959 237 171
339 683 442
267 642 853
576 15 571
704 627 835
194 150 144
161 773 398
165 550 673
85 427 38
812 672 863
65 366 95
893 107 592
753 586 63
750 592 87
62 950 489
909 262 424
899 576 215
377 914 270
435 59 264
42 97 269
590 468 707
100 399 599
405 896 66
368 2 53
381 4 119
549 105 973
19 6 882
227 487 57
444 357 773
987 427 389
621 744 388
549 528 616
611 943 257
884 974 625
84 408 20
713 242 838
28 740 570
664 920 643
866 388 409
898 953 794
840 513 952
150 423 673
197 616 922
72 113 869
204 889 208
634 140 628
175 34 330
20 390 59
158 20 276
769 812 782
597 189 884
778 50 897
509 322 396
44 258 682
1 600 348
525 670 842
974 95 836
906 900 919
775 65 976
793 416 997
709 10 368
179 739 795
420 370 628
238 900 883
701 560 442
877 151 295
627 570 910
385 171 666
513 347 700
657 117 199
545 746 450
830 961 296
225 820 210
596 33 254
929 950 365
210 53 929
199 626 547
524 658 575
72 29 937
867 334 898
842 348 593
715 771 351
734 19 48
235 735 968
956 548 709
532 714 522
950 71 352
222 206 664
425 242 589
807 642 933
198 932 79
706 149 109
852 658 752
324 532 286
305 505 590
622 464 375
325 499 734
148 796 341
483 493 238
959 821 924
404 319 288
946 125 819
861 194 484
886 783 731
424 307 372
147 241 491
951 425 824
763 409 749
363 86 89
576 439 546
536 826 115
55 286 834
359 262 490
443 554 454
513 70 525
114 19 445
993 798 180
394 893 559
151 304 809
857 800 191
404 644 235
928 356 219
21 456 127
896 440 11
410 806 927
494 93 727
784 773 60
583 740 7
399 907 995
337 652 613
315 906 259
687 501 375
202 843 51
213 575 650
352 598 566
563 39 853
676 396 592
31 437 193
537 247 934
273 711 165
471 981 232
327 296 130
